time_period,financial_quarter,sending_location,age_group,level_of_service,hours_order,nclient,percentage
Census Week,2017/18,South Ayrshire,85+ years,2 - <4 hours,2,95,18.8
Census Week,2017/18,South Ayrshire,85+ years,4 - <10 hours,3,180,35.6
Census Week,2017/18,South Ayrshire,85+ years,10+ hours,4,175,34.7
Census Week,2017/18,South Ayrshire,85+ years,Unknown,5,0,0
Census Week,2017/18,South Ayrshire,Unknown,0 - <2 hours,1,0,NA
Census Week,2017/18,South Ayrshire,Unknown,2 - <4 hours,2,0,NA
Census Week,2017/18,South Ayrshire,Unknown,4 - <10 hours,3,0,NA
Census Week,2017/18,South Ayrshire,Unknown,10+ hours,4,0,NA
Census Week,2017/18,South Ayrshire,Unknown,Unknown,5,0,NA
Census Week,2018/19,South Ayrshire,All Ages,0 - <2 hours,1,200,11.2
Census Week,2018/19,South Ayrshire,All Ages,2 - <4 hours,2,290,16.2
Census Week,2018/19,South Ayrshire,All Ages,4 - <10 hours,3,595,33.3
Census Week,2018/19,South Ayrshire,All Ages,10+ hours,4,700,39.2
Census Week,2018/19,South Ayrshire,All Ages,Unknown,5,0,0
Census Week,2018/19,South Ayrshire,0-17 years,0 - <2 hours,1,0,NA
Census Week,2018/19,South Ayrshire,0-17 years,2 - <4 hours,2,0,NA
Census Week,2018/19,South Ayrshire,0-17 years,4 - <10 hours,3,0,NA
Census Week,2018/19,South Ayrshire,0-17 years,10+ hours,4,0,NA
Census Week,2018/19,South Ayrshire,0-17 years,Unknown,5,0,NA
Census Week,2018/19,South Ayrshire,18-64 years,0 - <2 hours,1,40,10
Census Week,2018/19,South Ayrshire,18-64 years,2 - <4 hours,2,50,12.5
Census Week,2018/19,South Ayrshire,18-64 years,4 - <10 hours,3,130,32.5
Census Week,2018/19,South Ayrshire,18-64 years,10+ hours,4,180,45
Census Week,2018/19,South Ayrshire,18-64 years,Unknown,5,0,0
Census Week,2018/19,South Ayrshire,65-74 years,0 - <2 hours,1,30,10.7
Census Week,2018/19,South Ayrshire,65-74 years,2 - <4 hours,2,55,19.6
Census Week,2018/19,South Ayrshire,65-74 years,4 - <10 hours,3,80,28.6
Census Week,2018/19,South Ayrshire,65-74 years,10+ hours,4,115,41.1
Census Week,2018/19,South Ayrshire,65-74 years,Unknown,5,0,0
Census Week,2018/19,South Ayrshire,75-84 years,0 - <2 hours,1,75,13.6
Census Week,2018/19,South Ayrshire,75-84 years,2 - <4 hours,2,95,17.3
Census Week,2018/19,South Ayrshire,75-84 years,4 - <10 hours,3,190,34.5
Census Week,2018/19,South Ayrshire,75-84 years,10+ hours,4,190,34.5
Census Week,2018/19,South Ayrshire,75-84 years,Unknown,5,0,0
Census Week,2018/19,South Ayrshire,85+ years,0 - <2 hours,1,50,9.1
Census Week,2018/19,South Ayrshire,85+ years,2 - <4 hours,2,90,16.4
Census Week,2018/19,South Ayrshire,85+ years,4 - <10 hours,3,195,35.5
Census Week,2018/19,South Ayrshire,85+ years,10+ hours,4,215,39.1
Census Week,2018/19,South Ayrshire,85+ years,Unknown,5,0,0
Census Week,2018/19,South Ayrshire,Unknown,0 - <2 hours,1,0,NA
Census Week,2018/19,South Ayrshire,Unknown,2 - <4 hours,2,0,NA
Census Week,2018/19,South Ayrshire,Unknown,4 - <10 hours,3,0,NA
Census Week,2018/19,South Ayrshire,Unknown,10+ hours,4,0,NA
Census Week,2018/19,South Ayrshire,Unknown,Unknown,5,0,NA
Census Week,2019/20,South Ayrshire,All Ages,0 - <2 hours,1,120,7.5
Census Week,2019/20,South Ayrshire,All Ages,2 - <4 hours,2,255,15.9
Census Week,2019/20,South Ayrshire,All Ages,4 - <10 hours,3,535,33.4
Census Week,2019/20,South Ayrshire,All Ages,10+ hours,4,690,43.1
Census Week,2019/20,South Ayrshire,All Ages,Unknown,5,0,0
Census Week,2019/20,South Ayrshire,0-17 years,0 - <2 hours,1,0,NA
Census Week,2019/20,South Ayrshire,0-17 years,2 - <4 hours,2,0,NA
Census Week,2019/20,South Ayrshire,0-17 years,4 - <10 hours,3,0,NA
Census Week,2019/20,South Ayrshire,0-17 years,10+ hours,4,0,NA
Census Week,2019/20,South Ayrshire,0-17 years,Unknown,5,0,NA
Census Week,2019/20,South Ayrshire,18-64 years,0 - <2 hours,1,20,4.8
Census Week,2019/20,South Ayrshire,18-64 years,2 - <4 hours,2,50,12
Census Week,2019/20,South Ayrshire,18-64 years,4 - <10 hours,3,105,25.3
Census Week,2019/20,South Ayrshire,18-64 years,10+ hours,4,240,57.8
Census Week,2019/20,South Ayrshire,18-64 years,Unknown,5,0,0
Census Week,2019/20,South Ayrshire,65-74 years,0 - <2 hours,1,15,6.5
Census Week,2019/20,South Ayrshire,65-74 years,2 - <4 hours,2,40,17.4
Census Week,2019/20,South Ayrshire,65-74 years,4 - <10 hours,3,75,32.6
Census Week,2019/20,South Ayrshire,65-74 years,10+ hours,4,100,43.5
Census Week,2019/20,South Ayrshire,65-74 years,Unknown,5,0,0
Census Week,2019/20,South Ayrshire,75-84 years,0 - <2 hours,1,45,9.4
Census Week,2019/20,South Ayrshire,75-84 years,2 - <4 hours,2,80,16.7
Census Week,2019/20,South Ayrshire,75-84 years,4 - <10 hours,3,190,39.6
Census Week,2019/20,South Ayrshire,75-84 years,10+ hours,4,165,34.4
Census Week,2019/20,South Ayrshire,75-84 years,Unknown,5,0,0
Census Week,2019/20,South Ayrshire,85+ years,0 - <2 hours,1,40,8.6
Census Week,2019/20,South Ayrshire,85+ years,2 - <4 hours,2,80,17.2
Census Week,2019/20,South Ayrshire,85+ years,4 - <10 hours,3,165,35.5
Census Week,2019/20,South Ayrshire,85+ years,10+ hours,4,180,38.7
Census Week,2019/20,South Ayrshire,85+ years,Unknown,5,0,0
Census Week,2019/20,South Ayrshire,Unknown,0 - <2 hours,1,0,NA
Census Week,2019/20,South Ayrshire,Unknown,2 - <4 hours,2,0,NA
Census Week,2019/20,South Ayrshire,Unknown,4 - <10 hours,3,0,NA
Census Week,2019/20,South Ayrshire,Unknown,10+ hours,4,0,NA
Census Week,2019/20,South Ayrshire,Unknown,Unknown,5,0,NA
Census Week,2020/21,South Ayrshire,All Ages,0 - <2 hours,1,105,6
Census Week,2020/21,South Ayrshire,All Ages,2 - <4 hours,2,300,17.2
Census Week,2020/21,South Ayrshire,All Ages,4 - <10 hours,3,560,32.2
Census Week,2020/21,South Ayrshire,All Ages,10+ hours,4,775,44.5
Census Week,2020/21,South Ayrshire,All Ages,Unknown,5,0,0
Census Week,2020/21,South Ayrshire,0-17 years,0 - <2 hours,1,0,NA
Census Week,2020/21,South Ayrshire,0-17 years,2 - <4 hours,2,0,NA
Census Week,2020/21,South Ayrshire,0-17 years,4 - <10 hours,3,0,NA
Census Week,2020/21,South Ayrshire,0-17 years,10+ hours,4,0,NA
Census Week,2020/21,South Ayrshire,0-17 years,Unknown,5,0,NA
Census Week,2020/21,South Ayrshire,18-64 years,0 - <2 hours,1,20,4.9
Census Week,2020/21,South Ayrshire,18-64 years,2 - <4 hours,2,60,14.8
Census Week,2020/21,South Ayrshire,18-64 years,4 - <10 hours,3,85,21
Census Week,2020/21,South Ayrshire,18-64 years,10+ hours,4,240,59.3
Census Week,2020/21,South Ayrshire,18-64 years,Unknown,5,0,0
Census Week,2020/21,South Ayrshire,65-74 years,0 - <2 hours,1,15,5.9
Census Week,2020/21,South Ayrshire,65-74 years,2 - <4 hours,2,55,21.6
Census Week,2020/21,South Ayrshire,65-74 years,4 - <10 hours,3,80,31.4
Census Week,2020/21,South Ayrshire,65-74 years,10+ hours,4,105,41.2
Census Week,2020/21,South Ayrshire,65-74 years,Unknown,5,0,0
Census Week,2020/21,South Ayrshire,75-84 years,0 - <2 hours,1,35,6.8
Census Week,2020/21,South Ayrshire,75-84 years,2 - <4 hours,2,85,16.5
Census Week,2020/21,South Ayrshire,75-84 years,4 - <10 hours,3,190,36.9
Census Week,2020/21,South Ayrshire,75-84 years,10+ hours,4,205,39.8
Census Week,2020/21,South Ayrshire,75-84 years,Unknown,5,0,0
Census Week,2020/21,South Ayrshire,85+ years,0 - <2 hours,1,35,6.2
Census Week,2020/21,South Ayrshire,85+ years,2 - <4 hours,2,100,17.7
Census Week,2020/21,South Ayrshire,85+ years,4 - <10 hours,3,205,36.3
Census Week,2020/21,South Ayrshire,85+ years,10+ hours,4,225,39.8
Census Week,2020/21,South Ayrshire,85+ years,Unknown,5,0,0
Census Week,2020/21,South Ayrshire,Unknown,0 - <2 hours,1,0,NA
Census Week,2020/21,South Ayrshire,Unknown,2 - <4 hours,2,0,NA
Census Week,2020/21,South Ayrshire,Unknown,4 - <10 hours,3,0,NA
Census Week,2020/21,South Ayrshire,Unknown,10+ hours,4,0,NA
Census Week,2020/21,South Ayrshire,Unknown,Unknown,5,0,NA
Financial Quarter,2017/18 Q4,South Lanarkshire,All Ages,0 - <2 hours,1,370,8.9
Financial Quarter,2017/18 Q4,South Lanarkshire,All Ages,2 - <4 hours,2,675,16.2
Financial Quarter,2017/18 Q4,South Lanarkshire,All Ages,4 - <10 hours,3,1360,32.7
Financial Quarter,2017/18 Q4,South Lanarkshire,All Ages,10+ hours,4,1755,42.2
Financial Quarter,2017/18 Q4,South Lanarkshire,All Ages,Unknown,5,0,0
Financial Quarter,2017/18 Q4,South Lanarkshire,0-17 years,0 - <2 hours,1,0,0
Financial Quarter,2017/18 Q4,South Lanarkshire,0-17 years,2 - <4 hours,2,0,0
Financial Quarter,2017/18 Q4,South Lanarkshire,0-17 years,4 - <10 hours,3,15,50
Financial Quarter,2017/18 Q4,South Lanarkshire,0-17 years,10+ hours,4,15,50
Financial Quarter,2017/18 Q4,South Lanarkshire,0-17 years,Unknown,5,0,0
Financial Quarter,2017/18 Q4,South Lanarkshire,18-64 years,0 - <2 hours,1,65,9.8
Financial Quarter,2017/18 Q4,South Lanarkshire,18-64 years,2 - <4 hours,2,70,10.5
Financial Quarter,2017/18 Q4,South Lanarkshire,18-64 years,4 - <10 hours,3,145,21.8
Financial Quarter,2017/18 Q4,South Lanarkshire,18-64 years,10+ hours,4,385,57.9
Financial Quarter,2017/18 Q4,South Lanarkshire,18-64 years,Unknown,5,0,0
Financial Quarter,2017/18 Q4,South Lanarkshire,65-74 years,0 - <2 hours,1,50,8
Financial Quarter,2017/18 Q4,South Lanarkshire,65-74 years,2 - <4 hours,2,110,17.6
Financial Quarter,2017/18 Q4,South Lanarkshire,65-74 years,4 - <10 hours,3,190,30.4
Financial Quarter,2017/18 Q4,South Lanarkshire,65-74 years,10+ hours,4,275,44
Financial Quarter,2017/18 Q4,South Lanarkshire,65-74 years,Unknown,5,0,0
Financial Quarter,2017/18 Q4,South Lanarkshire,75-84 years,0 - <2 hours,1,135,9.4
Financial Quarter,2017/18 Q4,South Lanarkshire,75-84 years,2 - <4 hours,2,270,18.9
Financial Quarter,2017/18 Q4,South Lanarkshire,75-84 years,4 - <10 hours,3,515,36
Financial Quarter,2017/18 Q4,South Lanarkshire,75-84 years,10+ hours,4,510,35.7
Financial Quarter,2017/18 Q4,South Lanarkshire,75-84 years,Unknown,5,0,0
Financial Quarter,2017/18 Q4,South Lanarkshire,85+ years,0 - <2 hours,1,120,8.5
Financial Quarter,2017/18 Q4,South Lanarkshire,85+ years,2 - <4 hours,2,225,16
Financial Quarter,2017/18 Q4,South Lanarkshire,85+ years,4 - <10 hours,3,495,35.1
Financial Quarter,2017/18 Q4,South Lanarkshire,85+ years,10+ hours,4,570,40.4
Financial Quarter,2017/18 Q4,South Lanarkshire,85+ years,Unknown,5,0,0
Financial Quarter,2017/18 Q4,South Lanarkshire,Unknown,0 - <2 hours,1,0,NA
Financial Quarter,2017/18 Q4,South Lanarkshire,Unknown,2 - <4 hours,2,0,NA
Financial Quarter,2017/18 Q4,South Lanarkshire,Unknown,4 - <10 hours,3,0,NA
Financial Quarter,2017/18 Q4,South Lanarkshire,Unknown,10+ hours,4,0,NA
Financial Quarter,2017/18 Q4,South Lanarkshire,Unknown,Unknown,5,0,NA
Financial Quarter,2018/19 Q1,South Lanarkshire,All Ages,0 - <2 hours,1,325,7.9
Financial Quarter,2018/19 Q1,South Lanarkshire,All Ages,2 - <4 hours,2,590,14.3
Financial Quarter,2018/19 Q1,South Lanarkshire,All Ages,4 - <10 hours,3,1365,33
Financial Quarter,2018/19 Q1,South Lanarkshire,All Ages,10+ hours,4,1855,44.9
Financial Quarter,2018/19 Q1,South Lanarkshire,All Ages,Unknown,5,0,0
Financial Quarter,2018/19 Q1,South Lanarkshire,0-17 years,0 - <2 hours,1,5,16.7
Financial Quarter,2018/19 Q1,South Lanarkshire,0-17 years,2 - <4 hours,2,0,0
Financial Quarter,2018/19 Q1,South Lanarkshire,0-17 years,4 - <10 hours,3,15,50
Financial Quarter,2018/19 Q1,South Lanarkshire,0-17 years,10+ hours,4,10,33.3
Financial Quarter,2018/19 Q1,South Lanarkshire,0-17 years,Unknown,5,0,0
Financial Quarter,2018/19 Q1,South Lanarkshire,18-64 years,0 - <2 hours,1,40,6.5
Financial Quarter,2018/19 Q1,South Lanarkshire,18-64 years,2 - <4 hours,2,55,8.9
Financial Quarter,2018/19 Q1,South Lanarkshire,18-64 years,4 - <10 hours,3,135,21.8
Financial Quarter,2018/19 Q1,South Lanarkshire,18-64 years,10+ hours,4,390,62.9
Financial Quarter,2018/19 Q1,South Lanarkshire,18-64 years,Unknown,5,0,0
Financial Quarter,2018/19 Q1,South Lanarkshire,65-74 years,0 - <2 hours,1,35,6.1
Financial Quarter,2018/19 Q1,South Lanarkshire,65-74 years,2 - <4 hours,2,85,14.9
Financial Quarter,2018/19 Q1,South Lanarkshire,65-74 years,4 - <10 hours,3,170,29.8
Financial Quarter,2018/19 Q1,South Lanarkshire,65-74 years,10+ hours,4,280,49.1
Financial Quarter,2018/19 Q1,South Lanarkshire,65-74 years,Unknown,5,0,0
Financial Quarter,2018/19 Q1,South Lanarkshire,75-84 years,0 - <2 hours,1,115,8.6
Financial Quarter,2018/19 Q1,South Lanarkshire,75-84 years,2 - <4 hours,2,225,16.8
Financial Quarter,2018/19 Q1,South Lanarkshire,75-84 years,4 - <10 hours,3,500,37.3
Financial Quarter,2018/19 Q1,South Lanarkshire,75-84 years,10+ hours,4,500,37.3
Financial Quarter,2018/19 Q1,South Lanarkshire,75-84 years,Unknown,5,0,0
Financial Quarter,2018/19 Q1,South Lanarkshire,85+ years,0 - <2 hours,1,135,8.6
Financial Quarter,2018/19 Q1,South Lanarkshire,85+ years,2 - <4 hours,2,215,13.7
Financial Quarter,2018/19 Q1,South Lanarkshire,85+ years,4 - <10 hours,3,550,35
Financial Quarter,2018/19 Q1,South Lanarkshire,85+ years,10+ hours,4,670,42.7
Financial Quarter,2018/19 Q1,South Lanarkshire,85+ years,Unknown,5,0,0
Financial Quarter,2018/19 Q1,South Lanarkshire,Unknown,0 - <2 hours,1,0,NA
Financial Quarter,2018/19 Q1,South Lanarkshire,Unknown,2 - <4 hours,2,0,NA
Financial Quarter,2018/19 Q1,South Lanarkshire,Unknown,4 - <10 hours,3,0,NA
Financial Quarter,2018/19 Q1,South Lanarkshire,Unknown,10+ hours,4,0,NA
Financial Quarter,2018/19 Q1,South Lanarkshire,Unknown,Unknown,5,0,NA
Financial Quarter,2018/19 Q2,South Lanarkshire,All Ages,0 - <2 hours,1,315,7.5
Financial Quarter,2018/19 Q2,South Lanarkshire,All Ages,2 - <4 hours,2,665,15.8
Financial Quarter,2018/19 Q2,South Lanarkshire,All Ages,4 - <10 hours,3,1305,30.9
Financial Quarter,2018/19 Q2,South Lanarkshire,All Ages,10+ hours,4,1935,45.9
Financial Quarter,2018/19 Q2,South Lanarkshire,All Ages,Unknown,5,0,0
Financial Quarter,2018/19 Q2,South Lanarkshire,0-17 years,0 - <2 hours,1,0,0
Financial Quarter,2018/19 Q2,South Lanarkshire,0-17 years,2 - <4 hours,2,0,0
Financial Quarter,2018/19 Q2,South Lanarkshire,0-17 years,4 - <10 hours,3,15,60
Financial Quarter,2018/19 Q2,South Lanarkshire,0-17 years,10+ hours,4,10,40
Financial Quarter,2018/19 Q2,South Lanarkshire,0-17 years,Unknown,5,0,0
Financial Quarter,2018/19 Q2,South Lanarkshire,18-64 years,0 - <2 hours,1,35,5.6
Financial Quarter,2018/19 Q2,South Lanarkshire,18-64 years,2 - <4 hours,2,65,10.3
Financial Quarter,2018/19 Q2,South Lanarkshire,18-64 years,4 - <10 hours,3,130,20.6
Financial Quarter,2018/19 Q2,South Lanarkshire,18-64 years,10+ hours,4,400,63.5
Financial Quarter,2018/19 Q2,South Lanarkshire,18-64 years,Unknown,5,0,0
Financial Quarter,2018/19 Q2,South Lanarkshire,65-74 years,0 - <2 hours,1,45,7.4
Financial Quarter,2018/19 Q2,South Lanarkshire,65-74 years,2 - <4 hours,2,95,15.6
Financial Quarter,2018/19 Q2,South Lanarkshire,65-74 years,4 - <10 hours,3,165,27
Financial Quarter,2018/19 Q2,South Lanarkshire,65-74 years,10+ hours,4,305,50
Financial Quarter,2018/19 Q2,South Lanarkshire,65-74 years,Unknown,5,0,0
Financial Quarter,2018/19 Q2,South Lanarkshire,75-84 years,0 - <2 hours,1,110,7.9
Financial Quarter,2018/19 Q2,South Lanarkshire,75-84 years,2 - <4 hours,2,245,17.6
Financial Quarter,2018/19 Q2,South Lanarkshire,75-84 years,4 - <10 hours,3,490,35.3
Financial Quarter,2018/19 Q2,South Lanarkshire,75-84 years,10+ hours,4,545,39.2
Financial Quarter,2018/19 Q2,South Lanarkshire,75-84 years,Unknown,5,0,0
Financial Quarter,2018/19 Q2,South Lanarkshire,85+ years,0 - <2 hours,1,125,8
Financial Quarter,2018/19 Q2,South Lanarkshire,85+ years,2 - <4 hours,2,255,16.3
Financial Quarter,2018/19 Q2,South Lanarkshire,85+ years,4 - <10 hours,3,505,32.4
Financial Quarter,2018/19 Q2,South Lanarkshire,85+ years,10+ hours,4,675,43.3
Financial Quarter,2018/19 Q2,South Lanarkshire,85+ years,Unknown,5,0,0
Financial Quarter,2018/19 Q2,South Lanarkshire,Unknown,0 - <2 hours,1,0,NA
Financial Quarter,2018/19 Q2,South Lanarkshire,Unknown,2 - <4 hours,2,0,NA
Financial Quarter,2018/19 Q2,South Lanarkshire,Unknown,4 - <10 hours,3,0,NA
Financial Quarter,2018/19 Q2,South Lanarkshire,Unknown,10+ hours,4,0,NA
Financial Quarter,2018/19 Q2,South Lanarkshire,Unknown,Unknown,5,0,NA
Financial Quarter,2018/19 Q3,South Lanarkshire,All Ages,0 - <2 hours,1,325,7.8
Financial Quarter,2018/19 Q3,South Lanarkshire,All Ages,2 - <4 hours,2,620,14.9
Financial Quarter,2018/19 Q3,South Lanarkshire,All Ages,4 - <10 hours,3,1285,31
Financial Quarter,2018/19 Q3,South Lanarkshire,All Ages,10+ hours,4,1920,46.3
Financial Quarter,2018/19 Q3,South Lanarkshire,All Ages,Unknown,5,0,0
Financial Quarter,2018/19 Q3,South Lanarkshire,0-17 years,0 - <2 hours,1,0,0
Financial Quarter,2018/19 Q3,South Lanarkshire,0-17 years,2 - <4 hours,2,0,0
Financial Quarter,2018/19 Q3,South Lanarkshire,0-17 years,4 - <10 hours,3,15,50
Financial Quarter,2018/19 Q3,South Lanarkshire,0-17 years,10+ hours,4,15,50
Financial Quarter,2018/19 Q3,South Lanarkshire,0-17 years,Unknown,5,0,0
Financial Quarter,2018/19 Q3,South Lanarkshire,18-64 years,0 - <2 hours,1,35,5.6
Financial Quarter,2018/19 Q3,South Lanarkshire,18-64 years,2 - <4 hours,2,70,11.3
Financial Quarter,2018/19 Q3,South Lanarkshire,18-64 years,4 - <10 hours,3,130,21
Financial Quarter,2018/19 Q3,South Lanarkshire,18-64 years,10+ hours,4,385,62.1
Financial Quarter,2018/19 Q3,South Lanarkshire,18-64 years,Unknown,5,0,0
Financial Quarter,2018/19 Q3,South Lanarkshire,65-74 years,0 - <2 hours,1,50,8.2
Financial Quarter,2018/19 Q3,South Lanarkshire,65-74 years,2 - <4 hours,2,95,15.6
Financial Quarter,2018/19 Q3,South Lanarkshire,65-74 years,4 - <10 hours,3,160,26.2
Financial Quarter,2018/19 Q3,South Lanarkshire,65-74 years,10+ hours,4,305,50
Financial Quarter,2018/19 Q3,South Lanarkshire,65-74 years,Unknown,5,0,0
Financial Quarter,2018/19 Q3,South Lanarkshire,75-84 years,0 - <2 hours,1,110,7.9
Financial Quarter,2018/19 Q3,South Lanarkshire,75-84 years,2 - <4 hours,2,245,17.5
Financial Quarter,2018/19 Q3,South Lanarkshire,75-84 years,4 - <10 hours,3,480,34.3
Financial Quarter,2018/19 Q3,South Lanarkshire,75-84 years,10+ hours,4,565,40.4
Financial Quarter,2018/19 Q3,South Lanarkshire,75-84 years,Unknown,5,0,0
Financial Quarter,2018/19 Q3,South Lanarkshire,85+ years,0 - <2 hours,1,130,8.7
Financial Quarter,2018/19 Q3,South Lanarkshire,85+ years,2 - <4 hours,2,215,14.3
Financial Quarter,2018/19 Q3,South Lanarkshire,85+ years,4 - <10 hours,3,500,33.3
Financial Quarter,2018/19 Q3,South Lanarkshire,85+ years,10+ hours,4,655,43.7
Financial Quarter,2018/19 Q3,South Lanarkshire,85+ years,Unknown,5,0,0
Financial Quarter,2018/19 Q3,South Lanarkshire,Unknown,0 - <2 hours,1,0,NA
Financial Quarter,2018/19 Q3,South Lanarkshire,Unknown,2 - <4 hours,2,0,NA
Financial Quarter,2018/19 Q3,South Lanarkshire,Unknown,4 - <10 hours,3,0,NA
Financial Quarter,2018/19 Q3,South Lanarkshire,Unknown,10+ hours,4,0,NA
Financial Quarter,2018/19 Q3,South Lanarkshire,Unknown,Unknown,5,0,NA
Financial Quarter,2018/19 Q4,South Lanarkshire,All Ages,0 - <2 hours,1,340,8.1
Financial Quarter,2018/19 Q4,South Lanarkshire,All Ages,2 - <4 hours,2,570,13.5
Financial Quarter,2018/19 Q4,South Lanarkshire,All Ages,4 - <10 hours,3,1335,31.7
Financial Quarter,2018/19 Q4,South Lanarkshire,All Ages,10+ hours,4,1965,46.7
Financial Quarter,2018/19 Q4,South Lanarkshire,All Ages,Unknown,5,0,0
Financial Quarter,2018/19 Q4,South Lanarkshire,0-17 years,0 - <2 hours,1,5,14.3
Financial Quarter,2018/19 Q4,South Lanarkshire,0-17 years,2 - <4 hours,2,0,0
Financial Quarter,2018/19 Q4,South Lanarkshire,0-17 years,4 - <10 hours,3,15,42.9
Financial Quarter,2018/19 Q4,South Lanarkshire,0-17 years,10+ hours,4,15,42.9
Financial Quarter,2018/19 Q4,South Lanarkshire,0-17 years,Unknown,5,0,0
Financial Quarter,2018/19 Q4,South Lanarkshire,18-64 years,0 - <2 hours,1,40,6.5
Financial Quarter,2018/19 Q4,South Lanarkshire,18-64 years,2 - <4 hours,2,60,9.8
Financial Quarter,2018/19 Q4,South Lanarkshire,18-64 years,4 - <10 hours,3,140,22.8
Financial Quarter,2018/19 Q4,South Lanarkshire,18-64 years,10+ hours,4,375,61
Financial Quarter,2018/19 Q4,South Lanarkshire,18-64 years,Unknown,5,0,0
Financial Quarter,2018/19 Q4,South Lanarkshire,65-74 years,0 - <2 hours,1,45,7.1
Financial Quarter,2018/19 Q4,South Lanarkshire,65-74 years,2 - <4 hours,2,95,15.1
Financial Quarter,2018/19 Q4,South Lanarkshire,65-74 years,4 - <10 hours,3,175,27.8
Financial Quarter,2018/19 Q4,South Lanarkshire,65-74 years,10+ hours,4,315,50
Financial Quarter,2018/19 Q4,South Lanarkshire,65-74 years,Unknown,5,0,0
Financial Quarter,2018/19 Q4,South Lanarkshire,75-84 years,0 - <2 hours,1,135,9.1
Financial Quarter,2018/19 Q4,South Lanarkshire,75-84 years,2 - <4 hours,2,240,16.2
Financial Quarter,2018/19 Q4,South Lanarkshire,75-84 years,4 - <10 hours,3,500,33.7
Financial Quarter,2018/19 Q4,South Lanarkshire,75-84 years,10+ hours,4,610,41.1
Financial Quarter,2018/19 Q4,South Lanarkshire,75-84 years,Unknown,5,0,0
Financial Quarter,2018/19 Q4,South Lanarkshire,85+ years,0 - <2 hours,1,120,8.3
Financial Quarter,2018/19 Q4,South Lanarkshire,85+ years,2 - <4 hours,2,180,12.4
Financial Quarter,2018/19 Q4,South Lanarkshire,85+ years,4 - <10 hours,3,505,34.8
Financial Quarter,2018/19 Q4,South Lanarkshire,85+ years,10+ hours,4,645,44.5
Financial Quarter,2018/19 Q4,South Lanarkshire,85+ years,Unknown,5,0,0
Financial Quarter,2018/19 Q4,South Lanarkshire,Unknown,0 - <2 hours,1,0,NA
Financial Quarter,2018/19 Q4,South Lanarkshire,Unknown,2 - <4 hours,2,0,NA
Financial Quarter,2018/19 Q4,South Lanarkshire,Unknown,4 - <10 hours,3,0,NA
Financial Quarter,2018/19 Q4,South Lanarkshire,Unknown,10+ hours,4,0,NA
Financial Quarter,2018/19 Q4,South Lanarkshire,Unknown,Unknown,5,0,NA
Financial Quarter,2019/20 Q1,South Lanarkshire,All Ages,0 - <2 hours,1,315,7.4
Financial Quarter,2019/20 Q1,South Lanarkshire,All Ages,2 - <4 hours,2,615,14.5
Financial Quarter,2019/20 Q1,South Lanarkshire,All Ages,4 - <10 hours,3,1330,31.4
Financial Quarter,2019/20 Q1,South Lanarkshire,All Ages,10+ hours,4,1970,46.6
Financial Quarter,2019/20 Q1,South Lanarkshire,All Ages,Unknown,5,0,0
Financial Quarter,2019/20 Q1,South Lanarkshire,0-17 years,0 - <2 hours,1,0,0
Financial Quarter,2019/20 Q1,South Lanarkshire,0-17 years,2 - <4 hours,2,0,0
Financial Quarter,2019/20 Q1,South Lanarkshire,0-17 years,4 - <10 hours,3,15,50
Financial Quarter,2019/20 Q1,South Lanarkshire,0-17 years,10+ hours,4,15,50
Financial Quarter,2019/20 Q1,South Lanarkshire,0-17 years,Unknown,5,0,0
Financial Quarter,2019/20 Q1,South Lanarkshire,18-64 years,0 - <2 hours,1,30,5
