time_period,financial_quarter,sending_location,age_group,measure,value
Census Week,2018/19,Fife,All Ages,Number of People,3410
Census Week,2018/19,Fife,All Ages,Number of Hours,56035
Census Week,2018/19,Glasgow City,All Ages,"Rate per 1,000 Population",8.6
Census Week,2018/19,Glasgow City,All Ages,Number of People,5360
Census Week,2018/19,Glasgow City,All Ages,Number of Hours,47870
Census Week,2018/19,Highland,All Ages,"Rate per 1,000 Population",8.2
Census Week,2018/19,Highland,All Ages,Number of People,1940
Census Week,2018/19,Highland,All Ages,Number of Hours,15735
Census Week,2018/19,Inverclyde,All Ages,"Rate per 1,000 Population",15.4
Census Week,2018/19,Inverclyde,All Ages,Number of People,1200
Census Week,2018/19,Inverclyde,All Ages,Number of Hours,8455
Census Week,2018/19,Midlothian,All Ages,"Rate per 1,000 Population",9.7
Census Week,2018/19,Midlothian,All Ages,Number of People,885
Census Week,2018/19,Midlothian,All Ages,Number of Hours,8680
Census Week,2018/19,Moray,All Ages,"Rate per 1,000 Population",10.8
Census Week,2018/19,Moray,All Ages,Number of People,1035
Census Week,2018/19,Moray,All Ages,Number of Hours,10225
Census Week,2018/19,North Ayrshire,All Ages,"Rate per 1,000 Population",17.4
Census Week,2018/19,North Ayrshire,All Ages,Number of People,2350
Census Week,2018/19,North Ayrshire,All Ages,Number of Hours,29410
Census Week,2018/19,North Lanarkshire,All Ages,"Rate per 1,000 Population",11.8
Census Week,2018/19,North Lanarkshire,All Ages,Number of People,4000
Census Week,2018/19,North Lanarkshire,All Ages,Number of Hours,31975
Census Week,2018/19,Orkney Islands,All Ages,"Rate per 1,000 Population",9.9
Census Week,2018/19,Orkney Islands,All Ages,Number of People,220
Census Week,2018/19,Orkney Islands,All Ages,Number of Hours,1650
Census Week,2018/19,Perth and Kinross,All Ages,"Rate per 1,000 Population",9.9
Census Week,2018/19,Perth and Kinross,All Ages,Number of People,1505
Census Week,2018/19,Perth and Kinross,All Ages,Number of Hours,18060
Census Week,2018/19,Renfrewshire,All Ages,"Rate per 1,000 Population",13.5
Census Week,2018/19,Renfrewshire,All Ages,Number of People,2405
Census Week,2018/19,Renfrewshire,All Ages,Number of Hours,34865
Census Week,2018/19,Scottish Borders,All Ages,"Rate per 1,000 Population",11.4
Census Week,2018/19,Scottish Borders,All Ages,Number of People,1315
Census Week,2018/19,Scottish Borders,All Ages,Number of Hours,9885
Census Week,2018/19,Shetland,All Ages,"Rate per 1,000 Population",13.9
Census Week,2018/19,Shetland,All Ages,Number of People,320
Census Week,2018/19,Shetland,All Ages,Number of Hours,2410
Census Week,2018/19,South Ayrshire,All Ages,"Rate per 1,000 Population",15.9
Census Week,2018/19,South Ayrshire,All Ages,Number of People,1785
Census Week,2018/19,South Ayrshire,All Ages,Number of Hours,22760
Census Week,2018/19,South Lanarkshire,All Ages,"Rate per 1,000 Population",11.3
Census Week,2018/19,South Lanarkshire,All Ages,Number of People,3605
Census Week,2018/19,South Lanarkshire,All Ages,Number of Hours,44265
Census Week,2018/19,Stirling,All Ages,"Rate per 1,000 Population",13.5
Census Week,2018/19,Stirling,All Ages,Number of People,1275
Census Week,2018/19,Stirling,All Ages,Number of Hours,19535
Census Week,2018/19,West Dunbartonshire,All Ages,"Rate per 1,000 Population",16.9
Census Week,2018/19,West Dunbartonshire,All Ages,Number of People,1510
Census Week,2018/19,West Dunbartonshire,All Ages,Number of Hours,9295
Census Week,2018/19,West Lothian,All Ages,"Rate per 1,000 Population",10.5
Census Week,2018/19,West Lothian,All Ages,Number of People,1905
Census Week,2018/19,West Lothian,All Ages,Number of Hours,19345
Census Week,2019/20,Scotland (Estimated),All Ages,"Rate per 1,000 Population",10.8
Census Week,2019/20,Scotland (Estimated),All Ages,Number of People,59000
Census Week,2019/20,Scotland (Estimated),All Ages,Number of Hours,721265
Census Week,2019/20,Aberdeen City,All Ages,"Rate per 1,000 Population",8.2
Census Week,2019/20,Aberdeen City,All Ages,Number of People,1870
Census Week,2019/20,Aberdeen City,All Ages,Number of Hours,27435
Census Week,2019/20,Aberdeenshire,All Ages,"Rate per 1,000 Population",8.1
Census Week,2019/20,Aberdeenshire,All Ages,Number of People,2120
Census Week,2019/20,Aberdeenshire,All Ages,Number of Hours,17685
Census Week,2019/20,Angus,All Ages,"Rate per 1,000 Population",10.8
Census Week,2019/20,Angus,All Ages,Number of People,1255
Census Week,2019/20,Angus,All Ages,Number of Hours,10320
Census Week,2019/20,Argyll and Bute,All Ages,"Rate per 1,000 Population",17.4
Census Week,2019/20,Argyll and Bute,All Ages,Number of People,1495
Census Week,2019/20,Argyll and Bute,All Ages,Number of Hours,21625
Census Week,2019/20,City of Edinburgh,All Ages,"Rate per 1,000 Population",8.8
Census Week,2019/20,City of Edinburgh,All Ages,Number of People,4640
Census Week,2019/20,City of Edinburgh,All Ages,Number of Hours,95635
Census Week,2019/20,Clackmannanshire,All Ages,"Rate per 1,000 Population",15.3
Census Week,2019/20,Clackmannanshire,All Ages,Number of People,790
Census Week,2019/20,Clackmannanshire,All Ages,Number of Hours,10415
Census Week,2019/20,Comhairle nan Eilean Siar,All Ages,"Rate per 1,000 Population",12.7
Census Week,2019/20,Comhairle nan Eilean Siar,All Ages,Number of People,340
Census Week,2019/20,Comhairle nan Eilean Siar,All Ages,Number of Hours,1930
Census Week,2019/20,Dumfries and Galloway,All Ages,"Rate per 1,000 Population",14.7
Census Week,2019/20,Dumfries and Galloway,All Ages,Number of People,2195
Census Week,2019/20,Dumfries and Galloway,All Ages,Number of Hours,34285
Census Week,2019/20,Dundee City,All Ages,"Rate per 1,000 Population",11.6
Census Week,2019/20,Dundee City,All Ages,Number of People,1735
Census Week,2019/20,Dundee City,All Ages,Number of Hours,21295
Census Week,2019/20,East Ayrshire,All Ages,"Rate per 1,000 Population",15.4
Census Week,2019/20,East Ayrshire,All Ages,Number of People,1875
Census Week,2019/20,East Ayrshire,All Ages,Number of Hours,14065
Census Week,2019/20,East Dunbartonshire,All Ages,"Rate per 1,000 Population",10.3
Census Week,2019/20,East Dunbartonshire,All Ages,Number of People,1115
Census Week,2019/20,East Dunbartonshire,All Ages,Number of Hours,10800
Census Week,2019/20,East Lothian,All Ages,"Rate per 1,000 Population",12.4
Census Week,2019/20,East Lothian,All Ages,Number of People,1325
Census Week,2019/20,East Lothian,All Ages,Number of Hours,18705
Census Week,2019/20,East Renfrewshire,All Ages,"Rate per 1,000 Population",11.1
Census Week,2019/20,East Renfrewshire,All Ages,Number of People,1060
Census Week,2019/20,East Renfrewshire,All Ages,Number of Hours,9335
Census Week,2019/20,Falkirk,All Ages,"Rate per 1,000 Population",11.7
Census Week,2019/20,Falkirk,All Ages,Number of People,1880
Census Week,2019/20,Falkirk,All Ages,Number of Hours,12735
Census Week,2019/20,Fife,All Ages,"Rate per 1,000 Population",8.7
Census Week,2019/20,Fife,All Ages,Number of People,3240
Census Week,2019/20,Fife,All Ages,Number of Hours,61865
Census Week,2019/20,Glasgow City,All Ages,"Rate per 1,000 Population",8.6
Census Week,2019/20,Glasgow City,All Ages,Number of People,5445
Census Week,2019/20,Glasgow City,All Ages,Number of Hours,49450
Census Week,2019/20,Highland,All Ages,"Rate per 1,000 Population",8
Census Week,2019/20,Highland,All Ages,Number of People,1875
Census Week,2019/20,Highland,All Ages,Number of Hours,14330
Census Week,2019/20,Inverclyde,All Ages,"Rate per 1,000 Population",16.3
Census Week,2019/20,Inverclyde,All Ages,Number of People,1265
Census Week,2019/20,Inverclyde,All Ages,Number of Hours,8895
Census Week,2019/20,Midlothian,All Ages,"Rate per 1,000 Population",9.5
Census Week,2019/20,Midlothian,All Ages,Number of People,875
Census Week,2019/20,Midlothian,All Ages,Number of Hours,15185
Census Week,2019/20,Moray,All Ages,"Rate per 1,000 Population",9.1
Census Week,2019/20,Moray,All Ages,Number of People,875
Census Week,2019/20,Moray,All Ages,Number of Hours,8795
Census Week,2019/20,North Ayrshire,All Ages,"Rate per 1,000 Population",17.6
Census Week,2019/20,North Ayrshire,All Ages,Number of People,2365
Census Week,2019/20,North Ayrshire,All Ages,Number of Hours,30470
Census Week,2019/20,North Lanarkshire,All Ages,"Rate per 1,000 Population",12
Census Week,2019/20,North Lanarkshire,All Ages,Number of People,4095
Census Week,2019/20,North Lanarkshire,All Ages,Number of Hours,32815
Census Week,2019/20,Orkney Islands,All Ages,"Rate per 1,000 Population",9.2
Census Week,2019/20,Orkney Islands,All Ages,Number of People,205
Census Week,2019/20,Orkney Islands,All Ages,Number of Hours,1690
Census Week,2019/20,Perth and Kinross,All Ages,"Rate per 1,000 Population",10.4
Census Week,2019/20,Perth and Kinross,All Ages,Number of People,1585
Census Week,2019/20,Perth and Kinross,All Ages,Number of Hours,20315
Census Week,2019/20,Renfrewshire,All Ages,"Rate per 1,000 Population",11.6
Census Week,2019/20,Renfrewshire,All Ages,Number of People,2085
Census Week,2019/20,Renfrewshire,All Ages,Number of Hours,32050
Census Week,2019/20,Scottish Borders,All Ages,"Rate per 1,000 Population",12.3
Census Week,2019/20,Scottish Borders,All Ages,Number of People,1415
Census Week,2019/20,Scottish Borders,All Ages,Number of Hours,10890
Census Week,2019/20,Shetland,All Ages,"Rate per 1,000 Population",15.9
Census Week,2019/20,Shetland,All Ages,Number of People,365
Census Week,2019/20,Shetland,All Ages,Number of Hours,3095
Census Week,2019/20,South Ayrshire,All Ages,"Rate per 1,000 Population",14.2
Census Week,2019/20,South Ayrshire,All Ages,Number of People,1595
Census Week,2019/20,South Ayrshire,All Ages,Number of Hours,30205
Census Week,2019/20,South Lanarkshire,All Ages,"Rate per 1,000 Population",11.1
Census Week,2019/20,South Lanarkshire,All Ages,Number of People,3545
Census Week,2019/20,South Lanarkshire,All Ages,Number of Hours,43340
Census Week,2019/20,Stirling,All Ages,"Rate per 1,000 Population",12.8
Census Week,2019/20,Stirling,All Ages,Number of People,1210
Census Week,2019/20,Stirling,All Ages,Number of Hours,19025
Census Week,2019/20,West Dunbartonshire,All Ages,"Rate per 1,000 Population",17.4
Census Week,2019/20,West Dunbartonshire,All Ages,Number of People,1550
Census Week,2019/20,West Dunbartonshire,All Ages,Number of Hours,9435
Census Week,2019/20,West Lothian,All Ages,"Rate per 1,000 Population",9.4
Census Week,2019/20,West Lothian,All Ages,Number of People,1720
Census Week,2019/20,West Lothian,All Ages,Number of Hours,23150
Census Week,2020/21,Scotland (Estimated),All Ages,"Rate per 1,000 Population",11
Census Week,2020/21,Scotland (Estimated),All Ages,Number of People,59960
Census Week,2020/21,Scotland (Estimated),All Ages,Number of Hours,733505
Census Week,2020/21,Aberdeen City,All Ages,"Rate per 1,000 Population",8.2
Census Week,2020/21,Aberdeen City,All Ages,Number of People,1870
Census Week,2020/21,Aberdeen City,All Ages,Number of Hours,27435
Census Week,2020/21,Aberdeenshire,All Ages,"Rate per 1,000 Population",8.8
Census Week,2020/21,Aberdeenshire,All Ages,Number of People,2290
Census Week,2020/21,Aberdeenshire,All Ages,Number of Hours,20345
Census Week,2020/21,Angus,All Ages,"Rate per 1,000 Population",11.1
Census Week,2020/21,Angus,All Ages,Number of People,1285
Census Week,2020/21,Angus,All Ages,Number of Hours,12170
Census Week,2020/21,Argyll and Bute,All Ages,"Rate per 1,000 Population",16.9
Census Week,2020/21,Argyll and Bute,All Ages,Number of People,1440
Census Week,2020/21,Argyll and Bute,All Ages,Number of Hours,22235
Census Week,2020/21,City of Edinburgh,All Ages,"Rate per 1,000 Population",9.9
Census Week,2020/21,City of Edinburgh,All Ages,Number of People,5245
Census Week,2020/21,City of Edinburgh,All Ages,Number of Hours,111965
Census Week,2020/21,Clackmannanshire,All Ages,"Rate per 1,000 Population",15.7
Census Week,2020/21,Clackmannanshire,All Ages,Number of People,805
Census Week,2020/21,Clackmannanshire,All Ages,Number of Hours,11940
Census Week,2020/21,Comhairle nan Eilean Siar,All Ages,"Rate per 1,000 Population",12.3
Census Week,2020/21,Comhairle nan Eilean Siar,All Ages,Number of People,325
Census Week,2020/21,Comhairle nan Eilean Siar,All Ages,Number of Hours,1830
Census Week,2020/21,Dumfries and Galloway,All Ages,"Rate per 1,000 Population",14.9
Census Week,2020/21,Dumfries and Galloway,All Ages,Number of People,2215
Census Week,2020/21,Dumfries and Galloway,All Ages,Number of Hours,53620
Census Week,2020/21,Dundee City,All Ages,"Rate per 1,000 Population",12
Census Week,2020/21,Dundee City,All Ages,Number of People,1785
Census Week,2020/21,Dundee City,All Ages,Number of Hours,18760
Census Week,2020/21,East Ayrshire,All Ages,"Rate per 1,000 Population",14.1
Census Week,2020/21,East Ayrshire,All Ages,Number of People,1715
Census Week,2020/21,East Ayrshire,All Ages,Number of Hours,16500
Census Week,2020/21,East Dunbartonshire,All Ages,"Rate per 1,000 Population",11.4
Census Week,2020/21,East Dunbartonshire,All Ages,Number of People,1235
Census Week,2020/21,East Dunbartonshire,All Ages,Number of Hours,10910
Census Week,2020/21,East Lothian,All Ages,"Rate per 1,000 Population",11.7
Census Week,2020/21,East Lothian,All Ages,Number of People,1260
Census Week,2020/21,East Lothian,All Ages,Number of Hours,21165
Census Week,2020/21,East Renfrewshire,All Ages,"Rate per 1,000 Population",12.3
Census Week,2020/21,East Renfrewshire,All Ages,Number of People,1185
Census Week,2020/21,East Renfrewshire,All Ages,Number of Hours,10240
Census Week,2020/21,Falkirk,All Ages,"Rate per 1,000 Population",11
Census Week,2020/21,Falkirk,All Ages,Number of People,1760
Census Week,2020/21,Falkirk,All Ages,Number of Hours,12835
Census Week,2020/21,Fife,All Ages,"Rate per 1,000 Population",9
Census Week,2020/21,Fife,All Ages,Number of People,3385
Census Week,2020/21,Fife,All Ages,Number of Hours,35245
Census Week,2020/21,Glasgow City,All Ages,"Rate per 1,000 Population",8.1
Census Week,2020/21,Glasgow City,All Ages,Number of People,5180
Census Week,2020/21,Glasgow City,All Ages,Number of Hours,46575
Census Week,2020/21,Highland,All Ages,"Rate per 1,000 Population",8.7
Census Week,2020/21,Highland,All Ages,Number of People,2060
Census Week,2020/21,Highland,All Ages,Number of Hours,16345
Census Week,2020/21,Inverclyde,All Ages,"Rate per 1,000 Population",15.1
Census Week,2020/21,Inverclyde,All Ages,Number of People,1165
Census Week,2020/21,Inverclyde,All Ages,Number of Hours,6365
Census Week,2020/21,Midlothian,All Ages,"Rate per 1,000 Population",9.2
Census Week,2020/21,Midlothian,All Ages,Number of People,855
Census Week,2020/21,Midlothian,All Ages,Number of Hours,15205
Census Week,2020/21,Moray,All Ages,"Rate per 1,000 Population",10.5
Census Week,2020/21,Moray,All Ages,Number of People,1005
Census Week,2020/21,Moray,All Ages,Number of Hours,15710
Census Week,2020/21,North Ayrshire,All Ages,"Rate per 1,000 Population",20.3
Census Week,2020/21,North Ayrshire,All Ages,Number of People,2730
Census Week,2020/21,North Ayrshire,All Ages,Number of Hours,28305
Census Week,2020/21,North Lanarkshire,All Ages,"Rate per 1,000 Population",11.2
Census Week,2020/21,North Lanarkshire,All Ages,Number of People,3825
Census Week,2020/21,North Lanarkshire,All Ages,Number of Hours,34020
Census Week,2020/21,Orkney Islands,All Ages,"Rate per 1,000 Population",8.3
Census Week,2020/21,Orkney Islands,All Ages,Number of People,185
Census Week,2020/21,Orkney Islands,All Ages,Number of Hours,1430
Census Week,2020/21,Perth and Kinross,All Ages,"Rate per 1,000 Population",11.2
Census Week,2020/21,Perth and Kinross,All Ages,Number of People,1705
Census Week,2020/21,Perth and Kinross,All Ages,Number of Hours,21685
Census Week,2020/21,Renfrewshire,All Ages,"Rate per 1,000 Population",9.7
Census Week,2020/21,Renfrewshire,All Ages,Number of People,1735
Census Week,2020/21,Renfrewshire,All Ages,Number of Hours,17630
Census Week,2020/21,Scottish Borders,All Ages,"Rate per 1,000 Population",11.6
Census Week,2020/21,Scottish Borders,All Ages,Number of People,1335
Census Week,2020/21,Scottish Borders,All Ages,Number of Hours,10295
Census Week,2020/21,Shetland,All Ages,"Rate per 1,000 Population",16.8
Census Week,2020/21,Shetland,All Ages,Number of People,385
Census Week,2020/21,Shetland,All Ages,Number of Hours,3555
Census Week,2020/21,South Ayrshire,All Ages,"Rate per 1,000 Population",15.5
Census Week,2020/21,South Ayrshire,All Ages,Number of People,1740
Census Week,2020/21,South Ayrshire,All Ages,Number of Hours,32700
Census Week,2020/21,South Lanarkshire,All Ages,"Rate per 1,000 Population",11.4
Census Week,2020/21,South Lanarkshire,All Ages,Number of People,3645
Census Week,2020/21,South Lanarkshire,All Ages,Number of Hours,46975
Census Week,2020/21,Stirling,All Ages,"Rate per 1,000 Population",13.1
Census Week,2020/21,Stirling,All Ages,Number of People,1230
Census Week,2020/21,Stirling,All Ages,Number of Hours,16450
Census Week,2020/21,West Dunbartonshire,All Ages,"Rate per 1,000 Population",16.7
Census Week,2020/21,West Dunbartonshire,All Ages,Number of People,1475
Census Week,2020/21,West Dunbartonshire,All Ages,Number of Hours,8685
