time_period,financial_quarter,sending_location,age_group,nclient,percentage,scotland_percentage
Financial Quarter,2019/20 Q1,Argyll and Bute,Unknown,0,0,0
Financial Quarter,2019/20 Q1,City of Edinburgh,All Ages,4620,84.2,89.1
Financial Quarter,2019/20 Q1,City of Edinburgh,0-17 years,0,0,90.9
Financial Quarter,2019/20 Q1,City of Edinburgh,18-64 years,1140,67.7,78.3
Financial Quarter,2019/20 Q1,City of Edinburgh,65-74 years,655,87.9,89.9
Financial Quarter,2019/20 Q1,City of Edinburgh,75-84 years,1165,92.8,91.4
Financial Quarter,2019/20 Q1,City of Edinburgh,85+ years,1660,92.5,92.1
Financial Quarter,2019/20 Q1,City of Edinburgh,Unknown,0,0,0
Financial Quarter,2019/20 Q1,Clackmannanshire,All Ages,785,90.8,89.1
Financial Quarter,2019/20 Q1,Clackmannanshire,0-17 years,0,NA,90.9
Financial Quarter,2019/20 Q1,Clackmannanshire,18-64 years,125,62.5,78.3
Financial Quarter,2019/20 Q1,Clackmannanshire,65-74 years,125,96.2,89.9
Financial Quarter,2019/20 Q1,Clackmannanshire,75-84 years,270,100,91.4
Financial Quarter,2019/20 Q1,Clackmannanshire,85+ years,260,98.1,92.1
Financial Quarter,2019/20 Q1,Clackmannanshire,Unknown,0,0,0
Financial Quarter,2019/20 Q1,Comhairle nan Eilean Siar,All Ages,375,100,89.1
Financial Quarter,2019/20 Q1,Comhairle nan Eilean Siar,0-17 years,0,0,90.9
Financial Quarter,2019/20 Q1,Comhairle nan Eilean Siar,18-64 years,30,100,78.3
Financial Quarter,2019/20 Q1,Comhairle nan Eilean Siar,65-74 years,50,100,89.9
Financial Quarter,2019/20 Q1,Comhairle nan Eilean Siar,75-84 years,100,100,91.4
Financial Quarter,2019/20 Q1,Comhairle nan Eilean Siar,85+ years,195,100,92.1
Financial Quarter,2019/20 Q1,Comhairle nan Eilean Siar,Unknown,0,0,0
Financial Quarter,2019/20 Q1,Dumfries and Galloway,All Ages,2220,92.9,89.1
Financial Quarter,2019/20 Q1,Dumfries and Galloway,0-17 years,20,80,90.9
Financial Quarter,2019/20 Q1,Dumfries and Galloway,18-64 years,475,76.6,78.3
Financial Quarter,2019/20 Q1,Dumfries and Galloway,65-74 years,315,94,89.9
Financial Quarter,2019/20 Q1,Dumfries and Galloway,75-84 years,635,100,91.4
Financial Quarter,2019/20 Q1,Dumfries and Galloway,85+ years,775,100,92.1
Financial Quarter,2019/20 Q1,Dumfries and Galloway,Unknown,0,0,0
Financial Quarter,2019/20 Q1,Dundee City,All Ages,1730,89.4,89.1
Financial Quarter,2019/20 Q1,Dundee City,0-17 years,0,0,90.9
Financial Quarter,2019/20 Q1,Dundee City,18-64 years,195,83,78.3
Financial Quarter,2019/20 Q1,Dundee City,65-74 years,280,87.5,89.9
Financial Quarter,2019/20 Q1,Dundee City,75-84 years,560,88.9,91.4
Financial Quarter,2019/20 Q1,Dundee City,85+ years,695,93.3,92.1
Financial Quarter,2019/20 Q1,Dundee City,Unknown,0,0,0
Financial Quarter,2019/20 Q1,East Ayrshire,All Ages,1975,99,89.1
Financial Quarter,2019/20 Q1,East Ayrshire,0-17 years,0,0,90.9
Financial Quarter,2019/20 Q1,East Ayrshire,18-64 years,250,94.3,78.3
Financial Quarter,2019/20 Q1,East Ayrshire,65-74 years,290,100,89.9
Financial Quarter,2019/20 Q1,East Ayrshire,75-84 years,740,100,91.4
Financial Quarter,2019/20 Q1,East Ayrshire,85+ years,695,99.3,92.1
Financial Quarter,2019/20 Q1,East Ayrshire,Unknown,0,0,0
Financial Quarter,2019/20 Q1,East Dunbartonshire,All Ages,1530,100,89.1
Financial Quarter,2019/20 Q1,East Dunbartonshire,0-17 years,20,100,90.9
Financial Quarter,2019/20 Q1,East Dunbartonshire,18-64 years,125,100,78.3
Financial Quarter,2019/20 Q1,East Dunbartonshire,65-74 years,175,100,89.9
Financial Quarter,2019/20 Q1,East Dunbartonshire,75-84 years,515,100,91.4
Financial Quarter,2019/20 Q1,East Dunbartonshire,85+ years,695,100,92.1
Financial Quarter,2019/20 Q1,East Dunbartonshire,Unknown,0,0,0
Financial Quarter,2019/20 Q1,East Lothian,All Ages,1250,83.9,89.1
Financial Quarter,2019/20 Q1,East Lothian,0-17 years,0,0,90.9
Financial Quarter,2019/20 Q1,East Lothian,18-64 years,175,44.9,78.3
Financial Quarter,2019/20 Q1,East Lothian,65-74 years,170,91.9,89.9
Financial Quarter,2019/20 Q1,East Lothian,75-84 years,405,98.8,91.4
Financial Quarter,2019/20 Q1,East Lothian,85+ years,505,100,92.1
Financial Quarter,2019/20 Q1,East Lothian,Unknown,0,0,0
Financial Quarter,2019/20 Q1,East Renfrewshire,All Ages,1060,89.8,89.1
Financial Quarter,2019/20 Q1,East Renfrewshire,0-17 years,0,0,90.9
Financial Quarter,2019/20 Q1,East Renfrewshire,18-64 years,90,66.7,78.3
Financial Quarter,2019/20 Q1,East Renfrewshire,65-74 years,120,85.7,89.9
Financial Quarter,2019/20 Q1,East Renfrewshire,75-84 years,310,92.5,91.4
Financial Quarter,2019/20 Q1,East Renfrewshire,85+ years,540,95.6,92.1
Financial Quarter,2019/20 Q1,East Renfrewshire,Unknown,0,0,0
Financial Quarter,2019/20 Q1,Falkirk,All Ages,2105,98.8,89.1
Financial Quarter,2019/20 Q1,Falkirk,0-17 years,20,100,90.9
Financial Quarter,2019/20 Q1,Falkirk,18-64 years,205,100,78.3
Financial Quarter,2019/20 Q1,Falkirk,65-74 years,315,100,89.9
Financial Quarter,2019/20 Q1,Falkirk,75-84 years,735,98.7,91.4
Financial Quarter,2019/20 Q1,Falkirk,85+ years,835,98.8,92.1
Financial Quarter,2019/20 Q1,Falkirk,Unknown,0,0,0
Financial Quarter,2019/20 Q1,Fife,All Ages,3680,100,89.1
Financial Quarter,2019/20 Q1,Fife,0-17 years,10,100,90.9
Financial Quarter,2019/20 Q1,Fife,18-64 years,1055,100,78.3
Financial Quarter,2019/20 Q1,Fife,65-74 years,530,100,89.9
Financial Quarter,2019/20 Q1,Fife,75-84 years,925,100,91.4
Financial Quarter,2019/20 Q1,Fife,85+ years,1155,100,92.1
Financial Quarter,2019/20 Q1,Fife,Unknown,0,0,0
Financial Quarter,2019/20 Q1,Glasgow City,All Ages,3760,56.9,89.1
Financial Quarter,2019/20 Q1,Glasgow City,0-17 years,10,66.7,90.9
Financial Quarter,2019/20 Q1,Glasgow City,18-64 years,470,100,78.3
Financial Quarter,2019/20 Q1,Glasgow City,65-74 years,630,58.9,89.9
Financial Quarter,2019/20 Q1,Glasgow City,75-84 years,1335,53.9,91.4
Financial Quarter,2019/20 Q1,Glasgow City,85+ years,1310,50.8,92.1
Financial Quarter,2019/20 Q1,Glasgow City,Unknown,0,0,0
Financial Quarter,2019/20 Q1,Highland,All Ages,2095,100,89.1
Financial Quarter,2019/20 Q1,Highland,0-17 years,0,0,90.9
Financial Quarter,2019/20 Q1,Highland,18-64 years,180,100,78.3
Financial Quarter,2019/20 Q1,Highland,65-74 years,285,100,89.9
Financial Quarter,2019/20 Q1,Highland,75-84 years,665,100,91.4
Financial Quarter,2019/20 Q1,Highland,85+ years,965,100,92.1
Financial Quarter,2019/20 Q1,Highland,Unknown,0,0,0
Financial Quarter,2019/20 Q1,Inverclyde,All Ages,1410,100,89.1
Financial Quarter,2019/20 Q1,Inverclyde,0-17 years,0,0,90.9
Financial Quarter,2019/20 Q1,Inverclyde,18-64 years,130,100,78.3
Financial Quarter,2019/20 Q1,Inverclyde,65-74 years,240,100,89.9
Financial Quarter,2019/20 Q1,Inverclyde,75-84 years,510,100,91.4
Financial Quarter,2019/20 Q1,Inverclyde,85+ years,530,100,92.1
Financial Quarter,2019/20 Q1,Inverclyde,Unknown,0,0,0
Financial Quarter,2019/20 Q1,Midlothian,All Ages,650,59.4,89.1
Financial Quarter,2019/20 Q1,Midlothian,0-17 years,0,NA,90.9
Financial Quarter,2019/20 Q1,Midlothian,18-64 years,80,27.1,78.3
Financial Quarter,2019/20 Q1,Midlothian,65-74 years,90,52.9,89.9
Financial Quarter,2019/20 Q1,Midlothian,75-84 years,235,75.8,91.4
Financial Quarter,2019/20 Q1,Midlothian,85+ years,250,78.1,92.1
Financial Quarter,2019/20 Q1,Midlothian,Unknown,0,0,0
Financial Quarter,2019/20 Q1,Moray,All Ages,980,86.3,89.1
Financial Quarter,2019/20 Q1,Moray,0-17 years,0,0,90.9
Financial Quarter,2019/20 Q1,Moray,18-64 years,110,61.1,78.3
Financial Quarter,2019/20 Q1,Moray,65-74 years,140,87.5,89.9
Financial Quarter,2019/20 Q1,Moray,75-84 years,290,87.9,91.4
Financial Quarter,2019/20 Q1,Moray,85+ years,435,93.5,92.1
Financial Quarter,2019/20 Q1,Moray,Unknown,0,0,0
Financial Quarter,2019/20 Q1,North Ayrshire,All Ages,2460,91.4,89.1
Financial Quarter,2019/20 Q1,North Ayrshire,0-17 years,0,NA,90.9
Financial Quarter,2019/20 Q1,North Ayrshire,18-64 years,355,63.4,78.3
Financial Quarter,2019/20 Q1,North Ayrshire,65-74 years,405,94.2,89.9
Financial Quarter,2019/20 Q1,North Ayrshire,75-84 years,835,100,91.4
Financial Quarter,2019/20 Q1,North Ayrshire,85+ years,865,100,92.1
Financial Quarter,2019/20 Q1,North Ayrshire,Unknown,0,0,0
Financial Quarter,2019/20 Q1,North Lanarkshire,All Ages,4025,99.3,89.1
Financial Quarter,2019/20 Q1,North Lanarkshire,0-17 years,15,75,90.9
Financial Quarter,2019/20 Q1,North Lanarkshire,18-64 years,400,97.6,78.3
Financial Quarter,2019/20 Q1,North Lanarkshire,65-74 years,680,98.6,89.9
Financial Quarter,2019/20 Q1,North Lanarkshire,75-84 years,1445,99.3,91.4
Financial Quarter,2019/20 Q1,North Lanarkshire,85+ years,1480,99.7,92.1
Financial Quarter,2019/20 Q1,North Lanarkshire,Unknown,0,0,0
Financial Quarter,2019/20 Q1,Orkney Islands,All Ages,205,100,89.1
Financial Quarter,2019/20 Q1,Orkney Islands,0-17 years,0,0,90.9
Financial Quarter,2019/20 Q1,Orkney Islands,18-64 years,20,100,78.3
Financial Quarter,2019/20 Q1,Orkney Islands,65-74 years,25,100,89.9
Financial Quarter,2019/20 Q1,Orkney Islands,75-84 years,60,100,91.4
Financial Quarter,2019/20 Q1,Orkney Islands,85+ years,100,100,92.1
Financial Quarter,2019/20 Q1,Orkney Islands,Unknown,0,0,0
Financial Quarter,2019/20 Q1,Perth and Kinross,All Ages,1890,97.4,89.1
Financial Quarter,2019/20 Q1,Perth and Kinross,0-17 years,0,0,90.9
Financial Quarter,2019/20 Q1,Perth and Kinross,18-64 years,230,83.6,78.3
Financial Quarter,2019/20 Q1,Perth and Kinross,65-74 years,255,100,89.9
Financial Quarter,2019/20 Q1,Perth and Kinross,75-84 years,545,99.1,91.4
Financial Quarter,2019/20 Q1,Perth and Kinross,85+ years,855,99.4,92.1
Financial Quarter,2019/20 Q1,Perth and Kinross,Unknown,0,0,0
Financial Quarter,2019/20 Q1,Renfrewshire,All Ages,2180,92.6,89.1
Financial Quarter,2019/20 Q1,Renfrewshire,0-17 years,5,100,90.9
Financial Quarter,2019/20 Q1,Renfrewshire,18-64 years,405,75.7,78.3
Financial Quarter,2019/20 Q1,Renfrewshire,65-74 years,335,93.1,89.9
Financial Quarter,2019/20 Q1,Renfrewshire,75-84 years,700,98.6,91.4
Financial Quarter,2019/20 Q1,Renfrewshire,85+ years,735,98.7,92.1
Financial Quarter,2019/20 Q1,Renfrewshire,Unknown,0,0,0
Financial Quarter,2019/20 Q1,Scottish Borders,All Ages,1105,74.2,89.1
Financial Quarter,2019/20 Q1,Scottish Borders,0-17 years,0,0,90.9
Financial Quarter,2019/20 Q1,Scottish Borders,18-64 years,90,62.1,78.3
Financial Quarter,2019/20 Q1,Scottish Borders,65-74 years,130,74.3,89.9
Financial Quarter,2019/20 Q1,Scottish Borders,75-84 years,350,72.9,91.4
Financial Quarter,2019/20 Q1,Scottish Borders,85+ years,535,77.5,92.1
Financial Quarter,2019/20 Q1,Scottish Borders,Unknown,0,0,0
Financial Quarter,2019/20 Q1,Shetland,All Ages,320,77.1,89.1
Financial Quarter,2019/20 Q1,Shetland,0-17 years,0,0,90.9
Financial Quarter,2019/20 Q1,Shetland,18-64 years,80,88.9,78.3
Financial Quarter,2019/20 Q1,Shetland,65-74 years,40,66.7,89.9
Financial Quarter,2019/20 Q1,Shetland,75-84 years,85,68,91.4
Financial Quarter,2019/20 Q1,Shetland,85+ years,115,79.3,92.1
Financial Quarter,2019/20 Q1,Shetland,Unknown,0,0,0
Financial Quarter,2019/20 Q1,South Ayrshire,All Ages,1810,100,89.1
Financial Quarter,2019/20 Q1,South Ayrshire,0-17 years,0,0,90.9
Financial Quarter,2019/20 Q1,South Ayrshire,18-64 years,450,100,78.3
Financial Quarter,2019/20 Q1,South Ayrshire,65-74 years,255,100,89.9
Financial Quarter,2019/20 Q1,South Ayrshire,75-84 years,500,100,91.4
Financial Quarter,2019/20 Q1,South Ayrshire,85+ years,610,100,92.1
Financial Quarter,2019/20 Q1,South Ayrshire,Unknown,0,0,0
Financial Quarter,2019/20 Q1,South Lanarkshire,All Ages,4055,95.9,89.1
Financial Quarter,2019/20 Q1,South Lanarkshire,0-17 years,30,85.7,90.9
Financial Quarter,2019/20 Q1,South Lanarkshire,18-64 years,460,77.3,78.3
Financial Quarter,2019/20 Q1,South Lanarkshire,65-74 years,580,95.9,89.9
Financial Quarter,2019/20 Q1,South Lanarkshire,75-84 years,1385,99.6,91.4
Financial Quarter,2019/20 Q1,South Lanarkshire,85+ years,1595,99.7,92.1
Financial Quarter,2019/20 Q1,South Lanarkshire,Unknown,0,0,0
Financial Quarter,2019/20 Q1,Stirling,All Ages,1165,84.7,89.1
Financial Quarter,2019/20 Q1,Stirling,0-17 years,0,0,90.9
Financial Quarter,2019/20 Q1,Stirling,18-64 years,215,54.4,78.3
Financial Quarter,2019/20 Q1,Stirling,65-74 years,130,86.7,89.9
Financial Quarter,2019/20 Q1,Stirling,75-84 years,365,98.6,91.4
Financial Quarter,2019/20 Q1,Stirling,85+ years,455,98.9,92.1
Financial Quarter,2019/20 Q1,Stirling,Unknown,0,0,0
Financial Quarter,2019/20 Q1,West Dunbartonshire,All Ages,1595,94.4,89.1
Financial Quarter,2019/20 Q1,West Dunbartonshire,0-17 years,0,0,90.9
Financial Quarter,2019/20 Q1,West Dunbartonshire,18-64 years,180,90,78.3
Financial Quarter,2019/20 Q1,West Dunbartonshire,65-74 years,310,92.5,89.9
Financial Quarter,2019/20 Q1,West Dunbartonshire,75-84 years,550,95.7,91.4
Financial Quarter,2019/20 Q1,West Dunbartonshire,85+ years,560,96.6,92.1
Financial Quarter,2019/20 Q1,West Dunbartonshire,Unknown,0,0,0
Financial Quarter,2019/20 Q1,West Lothian,All Ages,2075,96.5,89.1
Financial Quarter,2019/20 Q1,West Lothian,0-17 years,5,100,90.9
Financial Quarter,2019/20 Q1,West Lothian,18-64 years,600,91.6,78.3
Financial Quarter,2019/20 Q1,West Lothian,65-74 years,355,97.3,89.9
Financial Quarter,2019/20 Q1,West Lothian,75-84 years,585,98.3,91.4
Financial Quarter,2019/20 Q1,West Lothian,85+ years,530,98.1,92.1
Financial Quarter,2019/20 Q1,West Lothian,Unknown,0,0,0
Financial Quarter,2019/20 Q2,Scotland (All Areas Submitted),All Ages,59455,90.8,90.8
Financial Quarter,2019/20 Q2,Scotland (All Areas Submitted),0-17 years,145,87.9,87.9
Financial Quarter,2019/20 Q2,Scotland (All Areas Submitted),18-64 years,9385,79.3,79.3
Financial Quarter,2019/20 Q2,Scotland (All Areas Submitted),65-74 years,8955,91.9,91.9
Financial Quarter,2019/20 Q2,Scotland (All Areas Submitted),75-84 years,19040,93.6,93.6
Financial Quarter,2019/20 Q2,Scotland (All Areas Submitted),85+ years,21935,93.9,93.9
Financial Quarter,2019/20 Q2,Scotland (All Areas Submitted),Unknown,0,0,0
Financial Quarter,2019/20 Q2,Aberdeenshire,All Ages,2325,91.9,90.8
Financial Quarter,2019/20 Q2,Aberdeenshire,0-17 years,0,0,87.9
Financial Quarter,2019/20 Q2,Aberdeenshire,18-64 years,210,64.6,79.3
Financial Quarter,2019/20 Q2,Aberdeenshire,65-74 years,320,94.1,91.9
Financial Quarter,2019/20 Q2,Aberdeenshire,75-84 years,790,95.8,93.6
Financial Quarter,2019/20 Q2,Aberdeenshire,85+ years,1010,96.7,93.9
Financial Quarter,2019/20 Q2,Aberdeenshire,Unknown,0,0,0
Financial Quarter,2019/20 Q2,Angus,All Ages,1345,92.4,90.8
Financial Quarter,2019/20 Q2,Angus,0-17 years,5,100,87.9
Financial Quarter,2019/20 Q2,Angus,18-64 years,245,81.7,79.3
Financial Quarter,2019/20 Q2,Angus,65-74 years,195,92.9,91.9
Financial Quarter,2019/20 Q2,Angus,75-84 years,400,96.4,93.6
Financial Quarter,2019/20 Q2,Angus,85+ years,500,96.2,93.9
Financial Quarter,2019/20 Q2,Angus,Unknown,0,0,0
Financial Quarter,2019/20 Q2,Argyll and Bute,All Ages,1510,92.4,90.8
Financial Quarter,2019/20 Q2,Argyll and Bute,0-17 years,0,NA,87.9
Financial Quarter,2019/20 Q2,Argyll and Bute,18-64 years,225,66.2,79.3
Financial Quarter,2019/20 Q2,Argyll and Bute,65-74 years,195,95.1,91.9
Financial Quarter,2019/20 Q2,Argyll and Bute,75-84 years,475,100,93.6
Financial Quarter,2019/20 Q2,Argyll and Bute,85+ years,615,100,93.9
Financial Quarter,2019/20 Q2,Argyll and Bute,Unknown,0,0,0
Financial Quarter,2019/20 Q2,City of Edinburgh,All Ages,4710,85.9,90.8
Financial Quarter,2019/20 Q2,City of Edinburgh,0-17 years,0,NA,87.9
Financial Quarter,2019/20 Q2,City of Edinburgh,18-64 years,1180,68.6,79.3
Financial Quarter,2019/20 Q2,City of Edinburgh,65-74 years,685,90.1,91.9
Financial Quarter,2019/20 Q2,City of Edinburgh,75-84 years,1190,95.6,93.6
Financial Quarter,2019/20 Q2,City of Edinburgh,85+ years,1655,94.6,93.9
Financial Quarter,2019/20 Q2,City of Edinburgh,Unknown,0,0,0
Financial Quarter,2019/20 Q2,Clackmannanshire,All Ages,800,90.9,90.8
Financial Quarter,2019/20 Q2,Clackmannanshire,0-17 years,0,NA,87.9
Financial Quarter,2019/20 Q2,Clackmannanshire,18-64 years,135,64.3,79.3
Financial Quarter,2019/20 Q2,Clackmannanshire,65-74 years,130,96.3,91.9
Financial Quarter,2019/20 Q2,Clackmannanshire,75-84 years,270,100,93.6
Financial Quarter,2019/20 Q2,Clackmannanshire,85+ years,265,100,93.9
Financial Quarter,2019/20 Q2,Clackmannanshire,Unknown,0,0,0
Financial Quarter,2019/20 Q2,Comhairle nan Eilean Siar,All Ages,415,100,90.8
Financial Quarter,2019/20 Q2,Comhairle nan Eilean Siar,0-17 years,0,0,87.9
Financial Quarter,2019/20 Q2,Comhairle nan Eilean Siar,18-64 years,35,100,79.3
Financial Quarter,2019/20 Q2,Comhairle nan Eilean Siar,65-74 years,65,100,91.9
Financial Quarter,2019/20 Q2,Comhairle nan Eilean Siar,75-84 years,115,100,93.6
Financial Quarter,2019/20 Q2,Comhairle nan Eilean Siar,85+ years,205,100,93.9
Financial Quarter,2019/20 Q2,Comhairle nan Eilean Siar,Unknown,0,0,0
Financial Quarter,2019/20 Q2,Dumfries and Galloway,All Ages,2215,93.9,90.8
Financial Quarter,2019/20 Q2,Dumfries and Galloway,0-17 years,20,100,87.9
Financial Quarter,2019/20 Q2,Dumfries and Galloway,18-64 years,480,79.3,79.3
Financial Quarter,2019/20 Q2,Dumfries and Galloway,65-74 years,315,95.5,91.9
Financial Quarter,2019/20 Q2,Dumfries and Galloway,75-84 years,635,100,93.6
Financial Quarter,2019/20 Q2,Dumfries and Galloway,85+ years,765,100,93.9
Financial Quarter,2019/20 Q2,Dumfries and Galloway,Unknown,0,0,0
Financial Quarter,2019/20 Q2,Dundee City,All Ages,1620,88.5,90.8
Financial Quarter,2019/20 Q2,Dundee City,0-17 years,0,0,87.9
Financial Quarter,2019/20 Q2,Dundee City,18-64 years,200,74.1,79.3
Financial Quarter,2019/20 Q2,Dundee City,65-74 years,260,86.7,91.9
Financial Quarter,2019/20 Q2,Dundee City,75-84 years,525,90.5,93.6
Financial Quarter,2019/20 Q2,Dundee City,85+ years,630,92.6,93.9
Financial Quarter,2019/20 Q2,Dundee City,Unknown,0,0,0
Financial Quarter,2019/20 Q2,East Ayrshire,All Ages,1960,99,90.8
Financial Quarter,2019/20 Q2,East Ayrshire,0-17 years,0,0,87.9
Financial Quarter,2019/20 Q2,East Ayrshire,18-64 years,265,94.6,79.3
Financial Quarter,2019/20 Q2,East Ayrshire,65-74 years,300,100,91.9
Financial Quarter,2019/20 Q2,East Ayrshire,75-84 years,725,100,93.6
Financial Quarter,2019/20 Q2,East Ayrshire,85+ years,670,100,93.9
Financial Quarter,2019/20 Q2,East Ayrshire,Unknown,0,0,0
Financial Quarter,2019/20 Q2,East Dunbartonshire,All Ages,1520,100,90.8
Financial Quarter,2019/20 Q2,East Dunbartonshire,0-17 years,20,100,87.9
Financial Quarter,2019/20 Q2,East Dunbartonshire,18-64 years,135,100,79.3
Financial Quarter,2019/20 Q2,East Dunbartonshire,65-74 years,175,100,91.9
Financial Quarter,2019/20 Q2,East Dunbartonshire,75-84 years,500,100,93.6
Financial Quarter,2019/20 Q2,East Dunbartonshire,85+ years,690,100,93.9
Financial Quarter,2019/20 Q2,East Dunbartonshire,Unknown,0,0,0
Financial Quarter,2019/20 Q2,East Lothian,All Ages,1255,84.2,90.8
Financial Quarter,2019/20 Q2,East Lothian,0-17 years,0,0,87.9
Financial Quarter,2019/20 Q2,East Lothian,18-64 years,185,46.2,79.3
Financial Quarter,2019/20 Q2,East Lothian,65-74 years,175,92.1,91.9
Financial Quarter,2019/20 Q2,East Lothian,75-84 years,400,97.6,93.6
Financial Quarter,2019/20 Q2,East Lothian,85+ years,490,100,93.9
Financial Quarter,2019/20 Q2,East Lothian,Unknown,0,0,0
Financial Quarter,2019/20 Q2,East Renfrewshire,All Ages,1080,90,90.8
Financial Quarter,2019/20 Q2,East Renfrewshire,0-17 years,0,0,87.9
Financial Quarter,2019/20 Q2,East Renfrewshire,18-64 years,95,67.9,79.3
Financial Quarter,2019/20 Q2,East Renfrewshire,65-74 years,130,86.7,91.9
Financial Quarter,2019/20 Q2,East Renfrewshire,75-84 years,325,91.5,93.6
Financial Quarter,2019/20 Q2,East Renfrewshire,85+ years,535,96.4,93.9
Financial Quarter,2019/20 Q2,East Renfrewshire,Unknown,0,0,0
Financial Quarter,2019/20 Q2,Falkirk,All Ages,2110,99.3,90.8
Financial Quarter,2019/20 Q2,Falkirk,0-17 years,20,100,87.9
Financial Quarter,2019/20 Q2,Falkirk,18-64 years,220,97.8,79.3
Financial Quarter,2019/20 Q2,Falkirk,65-74 years,325,98.5,91.9
Financial Quarter,2019/20 Q2,Falkirk,75-84 years,725,98.6,93.6
Financial Quarter,2019/20 Q2,Falkirk,85+ years,815,99.4,93.9
Financial Quarter,2019/20 Q2,Falkirk,Unknown,0,0,0
Financial Quarter,2019/20 Q2,Fife,All Ages,3675,100,90.8
Financial Quarter,2019/20 Q2,Fife,0-17 years,10,100,87.9
Financial Quarter,2019/20 Q2,Fife,18-64 years,1060,100,79.3
Financial Quarter,2019/20 Q2,Fife,65-74 years,525,100,91.9
Financial Quarter,2019/20 Q2,Fife,75-84 years,945,100,93.6
Financial Quarter,2019/20 Q2,Fife,85+ years,1135,100,93.9
Financial Quarter,2019/20 Q2,Fife,Unknown,0,0,0
Financial Quarter,2019/20 Q2,Glasgow City,All Ages,4780,72.3,90.8
Financial Quarter,2019/20 Q2,Glasgow City,0-17 years,10,66.7,87.9
Financial Quarter,2019/20 Q2,Glasgow City,18-64 years,520,100,79.3
Financial Quarter,2019/20 Q2,Glasgow City,65-74 years,800,74.8,91.9
Financial Quarter,2019/20 Q2,Glasgow City,75-84 years,1770,71.2,93.6
Financial Quarter,2019/20 Q2,Glasgow City,85+ years,1675,66.5,93.9
Financial Quarter,2019/20 Q2,Glasgow City,Unknown,0,0,0
Financial Quarter,2019/20 Q2,Highland,All Ages,2100,100,90.8
Financial Quarter,2019/20 Q2,Highland,0-17 years,0,0,87.9
Financial Quarter,2019/20 Q2,Highland,18-64 years,195,100,79.3
Financial Quarter,2019/20 Q2,Highland,65-74 years,290,100,91.9
Financial Quarter,2019/20 Q2,Highland,75-84 years,670,100,93.6
Financial Quarter,2019/20 Q2,Highland,85+ years,945,100,93.9
Financial Quarter,2019/20 Q2,Highland,Unknown,0,0,0
Financial Quarter,2019/20 Q2,Inverclyde,All Ages,1395,98.9,90.8
Financial Quarter,2019/20 Q2,Inverclyde,0-17 years,0,NA,87.9
Financial Quarter,2019/20 Q2,Inverclyde,18-64 years,145,100,79.3
Financial Quarter,2019/20 Q2,Inverclyde,65-74 years,235,97.9,91.9
Financial Quarter,2019/20 Q2,Inverclyde,75-84 years,505,99,93.6
Financial Quarter,2019/20 Q2,Inverclyde,85+ years,510,100,93.9
Financial Quarter,2019/20 Q2,Inverclyde,Unknown,0,0,0
