time_period,financial_quarter,sending_location,age_group,measure,value,scotland_value
Financial Quarter,2018/19 Q3,Renfrewshire,75-84 years,Number of People,730,21445
Financial Quarter,2018/19 Q3,Renfrewshire,75-84 years,Number of Hours,59990,1995595
Financial Quarter,2018/19 Q3,Renfrewshire,85+ years,"Rate per 1,000 Population",179.7,187.9
Financial Quarter,2018/19 Q3,Renfrewshire,85+ years,Number of People,705,23180
Financial Quarter,2018/19 Q3,Renfrewshire,85+ years,Number of Hours,58880,2253990
Financial Quarter,2018/19 Q3,Renfrewshire,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2018/19 Q3,Renfrewshire,Unknown,Number of People,0,0
Financial Quarter,2018/19 Q3,Renfrewshire,Unknown,Number of Hours,0,0
Financial Quarter,2018/19 Q3,Scottish Borders,All Ages,"Rate per 1,000 Population",12.6,12.2
Financial Quarter,2018/19 Q3,Scottish Borders,All Ages,Number of People,1455,66565
Financial Quarter,2018/19 Q3,Scottish Borders,All Ages,Number of Hours,125330,8872475
Financial Quarter,2018/19 Q3,Scottish Borders,0-17 years,"Rate per 1,000 Population",0,0.2
Financial Quarter,2018/19 Q3,Scottish Borders,0-17 years,Number of People,0,170
Financial Quarter,2018/19 Q3,Scottish Borders,0-17 years,Number of Hours,0,24475
Financial Quarter,2018/19 Q3,Scottish Borders,18-64 years,"Rate per 1,000 Population",1.9,3.4
Financial Quarter,2018/19 Q3,Scottish Borders,18-64 years,Number of People,125,11505
Financial Quarter,2018/19 Q3,Scottish Borders,18-64 years,Number of Hours,14800,3361680
Financial Quarter,2018/19 Q3,Scottish Borders,65-74 years,"Rate per 1,000 Population",11.3,18
Financial Quarter,2018/19 Q3,Scottish Borders,65-74 years,Number of People,180,10260
Financial Quarter,2018/19 Q3,Scottish Borders,65-74 years,Number of Hours,16090,1236065
Financial Quarter,2018/19 Q3,Scottish Borders,75-84 years,"Rate per 1,000 Population",53.7,64.7
Financial Quarter,2018/19 Q3,Scottish Borders,75-84 years,Number of People,485,21445
Financial Quarter,2018/19 Q3,Scottish Borders,75-84 years,Number of Hours,40115,1995595
Financial Quarter,2018/19 Q3,Scottish Borders,85+ years,"Rate per 1,000 Population",207.7,187.9
Financial Quarter,2018/19 Q3,Scottish Borders,85+ years,Number of People,665,23180
Financial Quarter,2018/19 Q3,Scottish Borders,85+ years,Number of Hours,54330,2253990
Financial Quarter,2018/19 Q3,Scottish Borders,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2018/19 Q3,Scottish Borders,Unknown,Number of People,0,0
Financial Quarter,2018/19 Q3,Scottish Borders,Unknown,Number of Hours,0,0
Financial Quarter,2018/19 Q3,Shetland,All Ages,"Rate per 1,000 Population",16.3,12.2
Financial Quarter,2018/19 Q3,Shetland,All Ages,Number of People,375,66565
Financial Quarter,2018/19 Q3,Shetland,All Ages,Number of Hours,38990,8872475
Financial Quarter,2018/19 Q3,Shetland,0-17 years,"Rate per 1,000 Population",0,0.2
Financial Quarter,2018/19 Q3,Shetland,0-17 years,Number of People,0,170
Financial Quarter,2018/19 Q3,Shetland,0-17 years,Number of Hours,0,24475
Financial Quarter,2018/19 Q3,Shetland,18-64 years,"Rate per 1,000 Population",5.8,3.4
Financial Quarter,2018/19 Q3,Shetland,18-64 years,Number of People,80,11505
Financial Quarter,2018/19 Q3,Shetland,18-64 years,Number of Hours,11690,3361680
Financial Quarter,2018/19 Q3,Shetland,65-74 years,"Rate per 1,000 Population",19.3,18
Financial Quarter,2018/19 Q3,Shetland,65-74 years,Number of People,50,10260
Financial Quarter,2018/19 Q3,Shetland,65-74 years,Number of Hours,4300,1236065
Financial Quarter,2018/19 Q3,Shetland,75-84 years,"Rate per 1,000 Population",80.4,64.7
Financial Quarter,2018/19 Q3,Shetland,75-84 years,Number of People,120,21445
Financial Quarter,2018/19 Q3,Shetland,75-84 years,Number of Hours,10235,1995595
Financial Quarter,2018/19 Q3,Shetland,85+ years,"Rate per 1,000 Population",263.7,187.9
Financial Quarter,2018/19 Q3,Shetland,85+ years,Number of People,125,23180
Financial Quarter,2018/19 Q3,Shetland,85+ years,Number of Hours,12765,2253990
Financial Quarter,2018/19 Q3,Shetland,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2018/19 Q3,Shetland,Unknown,Number of People,0,0
Financial Quarter,2018/19 Q3,Shetland,Unknown,Number of Hours,0,0
Financial Quarter,2018/19 Q3,South Ayrshire,All Ages,"Rate per 1,000 Population",17.9,12.2
Financial Quarter,2018/19 Q3,South Ayrshire,All Ages,Number of People,2020,66565
Financial Quarter,2018/19 Q3,South Ayrshire,All Ages,Number of Hours,231075,8872475
Financial Quarter,2018/19 Q3,South Ayrshire,0-17 years,"Rate per 1,000 Population",0,0.2
Financial Quarter,2018/19 Q3,South Ayrshire,0-17 years,Number of People,0,170
Financial Quarter,2018/19 Q3,South Ayrshire,0-17 years,Number of Hours,0,24475
Financial Quarter,2018/19 Q3,South Ayrshire,18-64 years,"Rate per 1,000 Population",6.8,3.4
Financial Quarter,2018/19 Q3,South Ayrshire,18-64 years,Number of People,440,11505
Financial Quarter,2018/19 Q3,South Ayrshire,18-64 years,Number of Hours,69885,3361680
Financial Quarter,2018/19 Q3,South Ayrshire,65-74 years,"Rate per 1,000 Population",19.8,18
Financial Quarter,2018/19 Q3,South Ayrshire,65-74 years,Number of People,305,10260
Financial Quarter,2018/19 Q3,South Ayrshire,65-74 years,Number of Hours,38055,1236065
Financial Quarter,2018/19 Q3,South Ayrshire,75-84 years,"Rate per 1,000 Population",66.7,64.7
Financial Quarter,2018/19 Q3,South Ayrshire,75-84 years,Number of People,615,21445
Financial Quarter,2018/19 Q3,South Ayrshire,75-84 years,Number of Hours,57600,1995595
Financial Quarter,2018/19 Q3,South Ayrshire,85+ years,"Rate per 1,000 Population",187,187.9
Financial Quarter,2018/19 Q3,South Ayrshire,85+ years,Number of People,660,23180
Financial Quarter,2018/19 Q3,South Ayrshire,85+ years,Number of Hours,65535,2253990
Financial Quarter,2018/19 Q3,South Ayrshire,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2018/19 Q3,South Ayrshire,Unknown,Number of People,0,0
Financial Quarter,2018/19 Q3,South Ayrshire,Unknown,Number of Hours,0,0
Financial Quarter,2018/19 Q3,South Lanarkshire,All Ages,"Rate per 1,000 Population",13,12.2
Financial Quarter,2018/19 Q3,South Lanarkshire,All Ages,Number of People,4150,66565
Financial Quarter,2018/19 Q3,South Lanarkshire,All Ages,Number of Hours,567210,8872475
Financial Quarter,2018/19 Q3,South Lanarkshire,0-17 years,"Rate per 1,000 Population",0.6,0.2
Financial Quarter,2018/19 Q3,South Lanarkshire,0-17 years,Number of People,35,170
Financial Quarter,2018/19 Q3,South Lanarkshire,0-17 years,Number of Hours,4515,24475
Financial Quarter,2018/19 Q3,South Lanarkshire,18-64 years,"Rate per 1,000 Population",3.1,3.4
Financial Quarter,2018/19 Q3,South Lanarkshire,18-64 years,Number of People,615,11505
Financial Quarter,2018/19 Q3,South Lanarkshire,18-64 years,Number of Hours,147060,3361680
Financial Quarter,2018/19 Q3,South Lanarkshire,65-74 years,"Rate per 1,000 Population",17.6,18
Financial Quarter,2018/19 Q3,South Lanarkshire,65-74 years,Number of People,605,10260
Financial Quarter,2018/19 Q3,South Lanarkshire,65-74 years,Number of Hours,90615,1236065
Financial Quarter,2018/19 Q3,South Lanarkshire,75-84 years,"Rate per 1,000 Population",70.8,64.7
Financial Quarter,2018/19 Q3,South Lanarkshire,75-84 years,Number of People,1400,21445
Financial Quarter,2018/19 Q3,South Lanarkshire,75-84 years,Number of Hours,156455,1995595
Financial Quarter,2018/19 Q3,South Lanarkshire,85+ years,"Rate per 1,000 Population",210.1,187.9
Financial Quarter,2018/19 Q3,South Lanarkshire,85+ years,Number of People,1495,23180
Financial Quarter,2018/19 Q3,South Lanarkshire,85+ years,Number of Hours,168565,2253990
Financial Quarter,2018/19 Q3,South Lanarkshire,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2018/19 Q3,South Lanarkshire,Unknown,Number of People,0,0
Financial Quarter,2018/19 Q3,South Lanarkshire,Unknown,Number of Hours,0,0
Financial Quarter,2018/19 Q3,Stirling,All Ages,"Rate per 1,000 Population",14.9,12.2
Financial Quarter,2018/19 Q3,Stirling,All Ages,Number of People,1410,66565
Financial Quarter,2018/19 Q3,Stirling,All Ages,Number of Hours,251545,8872475
Financial Quarter,2018/19 Q3,Stirling,0-17 years,"Rate per 1,000 Population",0,0.2
Financial Quarter,2018/19 Q3,Stirling,0-17 years,Number of People,0,170
Financial Quarter,2018/19 Q3,Stirling,0-17 years,Number of Hours,1715,24475
Financial Quarter,2018/19 Q3,Stirling,18-64 years,"Rate per 1,000 Population",6.9,3.4
Financial Quarter,2018/19 Q3,Stirling,18-64 years,Number of People,405,11505
Financial Quarter,2018/19 Q3,Stirling,18-64 years,Number of Hours,140385,3361680
Financial Quarter,2018/19 Q3,Stirling,65-74 years,"Rate per 1,000 Population",16.7,18
Financial Quarter,2018/19 Q3,Stirling,65-74 years,Number of People,165,10260
Financial Quarter,2018/19 Q3,Stirling,65-74 years,Number of Hours,23185,1236065
Financial Quarter,2018/19 Q3,Stirling,75-84 years,"Rate per 1,000 Population",67.2,64.7
Financial Quarter,2018/19 Q3,Stirling,75-84 years,Number of People,405,21445
Financial Quarter,2018/19 Q3,Stirling,75-84 years,Number of Hours,42810,1995595
Financial Quarter,2018/19 Q3,Stirling,85+ years,"Rate per 1,000 Population",203.6,187.9
Financial Quarter,2018/19 Q3,Stirling,85+ years,Number of People,430,23180
Financial Quarter,2018/19 Q3,Stirling,85+ years,Number of Hours,43450,2253990
Financial Quarter,2018/19 Q3,Stirling,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2018/19 Q3,Stirling,Unknown,Number of People,0,0
Financial Quarter,2018/19 Q3,Stirling,Unknown,Number of Hours,0,0
Financial Quarter,2018/19 Q3,West Dunbartonshire,All Ages,"Rate per 1,000 Population",18.8,12.2
Financial Quarter,2018/19 Q3,West Dunbartonshire,All Ages,Number of People,1675,66565
Financial Quarter,2018/19 Q3,West Dunbartonshire,All Ages,Number of Hours,121370,8872475
Financial Quarter,2018/19 Q3,West Dunbartonshire,0-17 years,"Rate per 1,000 Population",0,0.2
Financial Quarter,2018/19 Q3,West Dunbartonshire,0-17 years,Number of People,0,170
Financial Quarter,2018/19 Q3,West Dunbartonshire,0-17 years,Number of Hours,0,24475
Financial Quarter,2018/19 Q3,West Dunbartonshire,18-64 years,"Rate per 1,000 Population",3.4,3.4
Financial Quarter,2018/19 Q3,West Dunbartonshire,18-64 years,Number of People,190,11505
Financial Quarter,2018/19 Q3,West Dunbartonshire,18-64 years,Number of Hours,16085,3361680
Financial Quarter,2018/19 Q3,West Dunbartonshire,65-74 years,"Rate per 1,000 Population",35.2,18
Financial Quarter,2018/19 Q3,West Dunbartonshire,65-74 years,Number of People,330,10260
Financial Quarter,2018/19 Q3,West Dunbartonshire,65-74 years,Number of Hours,19395,1236065
Financial Quarter,2018/19 Q3,West Dunbartonshire,75-84 years,"Rate per 1,000 Population",115.3,64.7
Financial Quarter,2018/19 Q3,West Dunbartonshire,75-84 years,Number of People,600,21445
Financial Quarter,2018/19 Q3,West Dunbartonshire,75-84 years,Number of Hours,41870,1995595
Financial Quarter,2018/19 Q3,West Dunbartonshire,85+ years,"Rate per 1,000 Population",302.2,187.9
Financial Quarter,2018/19 Q3,West Dunbartonshire,85+ years,Number of People,560,23180
Financial Quarter,2018/19 Q3,West Dunbartonshire,85+ years,Number of Hours,44020,2253990
Financial Quarter,2018/19 Q3,West Dunbartonshire,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2018/19 Q3,West Dunbartonshire,Unknown,Number of People,0,0
Financial Quarter,2018/19 Q3,West Dunbartonshire,Unknown,Number of Hours,0,0
Financial Quarter,2018/19 Q3,West Lothian,All Ages,"Rate per 1,000 Population",11,12.2
Financial Quarter,2018/19 Q3,West Lothian,All Ages,Number of People,1995,66565
Financial Quarter,2018/19 Q3,West Lothian,All Ages,Number of Hours,278455,8872475
Financial Quarter,2018/19 Q3,West Lothian,0-17 years,"Rate per 1,000 Population",0,0.2
Financial Quarter,2018/19 Q3,West Lothian,0-17 years,Number of People,0,170
Financial Quarter,2018/19 Q3,West Lothian,0-17 years,Number of Hours,30,24475
Financial Quarter,2018/19 Q3,West Lothian,18-64 years,"Rate per 1,000 Population",5.1,3.4
Financial Quarter,2018/19 Q3,West Lothian,18-64 years,Number of People,580,11505
Financial Quarter,2018/19 Q3,West Lothian,18-64 years,Number of Hours,120775,3361680
Financial Quarter,2018/19 Q3,West Lothian,65-74 years,"Rate per 1,000 Population",21,18
Financial Quarter,2018/19 Q3,West Lothian,65-74 years,Number of People,365,10260
Financial Quarter,2018/19 Q3,West Lothian,65-74 years,Number of Hours,51045,1236065
Financial Quarter,2018/19 Q3,West Lothian,75-84 years,"Rate per 1,000 Population",64.8,64.7
Financial Quarter,2018/19 Q3,West Lothian,75-84 years,Number of People,615,21445
Financial Quarter,2018/19 Q3,West Lothian,75-84 years,Number of Hours,63930,1995595
Financial Quarter,2018/19 Q3,West Lothian,85+ years,"Rate per 1,000 Population",149.6,187.9
Financial Quarter,2018/19 Q3,West Lothian,85+ years,Number of People,435,23180
Financial Quarter,2018/19 Q3,West Lothian,85+ years,Number of Hours,42670,2253990
Financial Quarter,2018/19 Q3,West Lothian,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2018/19 Q3,West Lothian,Unknown,Number of People,0,0
Financial Quarter,2018/19 Q3,West Lothian,Unknown,Number of Hours,0,0
Financial Quarter,2018/19 Q4,Scotland (Estimated),All Ages,"Rate per 1,000 Population",12.3,12.3
Financial Quarter,2018/19 Q4,Scotland (Estimated),All Ages,Number of People,67115,67115
Financial Quarter,2018/19 Q4,Scotland (Estimated),All Ages,Number of Hours,8578940,8578940
Financial Quarter,2018/19 Q4,Scotland (Estimated),0-17 years,"Rate per 1,000 Population",0.2,0.2
Financial Quarter,2018/19 Q4,Scotland (Estimated),0-17 years,Number of People,180,180
Financial Quarter,2018/19 Q4,Scotland (Estimated),0-17 years,Number of Hours,25195,25195
Financial Quarter,2018/19 Q4,Scotland (Estimated),18-64 years,"Rate per 1,000 Population",3.5,3.5
Financial Quarter,2018/19 Q4,Scotland (Estimated),18-64 years,Number of People,11795,11795
Financial Quarter,2018/19 Q4,Scotland (Estimated),18-64 years,Number of Hours,3281490,3281490
Financial Quarter,2018/19 Q4,Scotland (Estimated),65-74 years,"Rate per 1,000 Population",18.3,18.3
Financial Quarter,2018/19 Q4,Scotland (Estimated),65-74 years,Number of People,10435,10435
Financial Quarter,2018/19 Q4,Scotland (Estimated),65-74 years,Number of Hours,1205970,1205970
Financial Quarter,2018/19 Q4,Scotland (Estimated),75-84 years,"Rate per 1,000 Population",66.2,66.2
Financial Quarter,2018/19 Q4,Scotland (Estimated),75-84 years,Number of People,21930,21930
Financial Quarter,2018/19 Q4,Scotland (Estimated),75-84 years,Number of Hours,1959630,1959630
Financial Quarter,2018/19 Q4,Scotland (Estimated),85+ years,"Rate per 1,000 Population",184.6,184.6
Financial Quarter,2018/19 Q4,Scotland (Estimated),85+ years,Number of People,22770,22770
Financial Quarter,2018/19 Q4,Scotland (Estimated),85+ years,Number of Hours,2127055,2127055
Financial Quarter,2018/19 Q4,Scotland (Estimated),Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2018/19 Q4,Scotland (Estimated),Unknown,Number of People,0,0
Financial Quarter,2018/19 Q4,Scotland (Estimated),Unknown,Number of Hours,0,0
Financial Quarter,2018/19 Q4,Aberdeen City,All Ages,"Rate per 1,000 Population",9.3,12.3
Financial Quarter,2018/19 Q4,Aberdeen City,All Ages,Number of People,2120,67115
Financial Quarter,2018/19 Q4,Aberdeen City,All Ages,Number of Hours,356295,8578940
Financial Quarter,2018/19 Q4,Aberdeen City,0-17 years,"Rate per 1,000 Population",0.1,0.2
Financial Quarter,2018/19 Q4,Aberdeen City,0-17 years,Number of People,5,180
Financial Quarter,2018/19 Q4,Aberdeen City,0-17 years,Number of Hours,1810,25195
Financial Quarter,2018/19 Q4,Aberdeen City,18-64 years,"Rate per 1,000 Population",2.3,3.5
Financial Quarter,2018/19 Q4,Aberdeen City,18-64 years,Number of People,360,11795
Financial Quarter,2018/19 Q4,Aberdeen City,18-64 years,Number of Hours,163920,3281490
Financial Quarter,2018/19 Q4,Aberdeen City,65-74 years,"Rate per 1,000 Population",16.3,18.3
Financial Quarter,2018/19 Q4,Aberdeen City,65-74 years,Number of People,315,10435
Financial Quarter,2018/19 Q4,Aberdeen City,65-74 years,Number of Hours,38520,1205970
Financial Quarter,2018/19 Q4,Aberdeen City,75-84 years,"Rate per 1,000 Population",53.7,66.2
Financial Quarter,2018/19 Q4,Aberdeen City,75-84 years,Number of People,620,21930
Financial Quarter,2018/19 Q4,Aberdeen City,75-84 years,Number of Hours,66165,1959630
Financial Quarter,2018/19 Q4,Aberdeen City,85+ years,"Rate per 1,000 Population",175.3,184.6
Financial Quarter,2018/19 Q4,Aberdeen City,85+ years,Number of People,820,22770
Financial Quarter,2018/19 Q4,Aberdeen City,85+ years,Number of Hours,85885,2127055
Financial Quarter,2018/19 Q4,Aberdeen City,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2018/19 Q4,Aberdeen City,Unknown,Number of People,0,0
Financial Quarter,2018/19 Q4,Aberdeen City,Unknown,Number of Hours,0,0
Financial Quarter,2018/19 Q4,Aberdeenshire,All Ages,"Rate per 1,000 Population",8.4,12.3
Financial Quarter,2018/19 Q4,Aberdeenshire,All Ages,Number of People,2185,67115
Financial Quarter,2018/19 Q4,Aberdeenshire,All Ages,Number of Hours,209295,8578940
Financial Quarter,2018/19 Q4,Aberdeenshire,0-17 years,"Rate per 1,000 Population",0,0.2
Financial Quarter,2018/19 Q4,Aberdeenshire,0-17 years,Number of People,0,180
Financial Quarter,2018/19 Q4,Aberdeenshire,0-17 years,Number of Hours,195,25195
Financial Quarter,2018/19 Q4,Aberdeenshire,18-64 years,"Rate per 1,000 Population",1.8,3.5
Financial Quarter,2018/19 Q4,Aberdeenshire,18-64 years,Number of People,280,11795
Financial Quarter,2018/19 Q4,Aberdeenshire,18-64 years,Number of Hours,36145,3281490
Financial Quarter,2018/19 Q4,Aberdeenshire,65-74 years,"Rate per 1,000 Population",10.9,18.3
Financial Quarter,2018/19 Q4,Aberdeenshire,65-74 years,Number of People,315,10435
Financial Quarter,2018/19 Q4,Aberdeenshire,65-74 years,Number of Hours,32870,1205970
Financial Quarter,2018/19 Q4,Aberdeenshire,75-84 years,"Rate per 1,000 Population",48.6,66.2
Financial Quarter,2018/19 Q4,Aberdeenshire,75-84 years,Number of People,750,21930
Financial Quarter,2018/19 Q4,Aberdeenshire,75-84 years,Number of Hours,64815,1959630
Financial Quarter,2018/19 Q4,Aberdeenshire,85+ years,"Rate per 1,000 Population",150.9,184.6
Financial Quarter,2018/19 Q4,Aberdeenshire,85+ years,Number of People,840,22770
Financial Quarter,2018/19 Q4,Aberdeenshire,85+ years,Number of Hours,75265,2127055
Financial Quarter,2018/19 Q4,Aberdeenshire,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2018/19 Q4,Aberdeenshire,Unknown,Number of People,0,0
Financial Quarter,2018/19 Q4,Aberdeenshire,Unknown,Number of Hours,0,0
Financial Quarter,2018/19 Q4,Angus,All Ages,"Rate per 1,000 Population",12.4,12.3
Financial Quarter,2018/19 Q4,Angus,All Ages,Number of People,1440,67115
Financial Quarter,2018/19 Q4,Angus,All Ages,Number of Hours,13050,8578940
Financial Quarter,2018/19 Q4,Angus,0-17 years,"Rate per 1,000 Population",0.2,0.2
Financial Quarter,2018/19 Q4,Angus,0-17 years,Number of People,5,180
