financial_year,sending_location,age_group,sds_option,nclients,percentage
2018/19,North Lanarkshire,All Ages,Option 3 Only,140,10
2018/19,North Lanarkshire,0-17 years,Option 3 Only,0,0
2018/19,North Lanarkshire,18-64 years,Option 3 Only,115,11
2018/19,North Lanarkshire,65-74 years,Option 3 Only,20,14
2018/19,North Lanarkshire,75-84 years,Option 3 Only,5,9
2018/19,North Lanarkshire,85+ years,Option 3 Only,0,0
2018/19,North Lanarkshire,Unknown,Option 3 Only,0,NA
2018/19,North Lanarkshire,All Ages,Option 4 Only,15,1
2018/19,North Lanarkshire,0-17 years,Option 4 Only,10,8
2018/19,North Lanarkshire,18-64 years,Option 4 Only,5,0
2018/19,North Lanarkshire,65-74 years,Option 4 Only,0,0
2018/19,North Lanarkshire,75-84 years,Option 4 Only,0,0
2018/19,North Lanarkshire,85+ years,Option 4 Only,0,0
2018/19,North Lanarkshire,Unknown,Option 4 Only,0,NA
2019/20,North Lanarkshire,All Ages,Option 1 Only,250,17
2019/20,North Lanarkshire,0-17 years,Option 1 Only,60,52
2019/20,North Lanarkshire,18-64 years,Option 1 Only,165,15
2019/20,North Lanarkshire,65-74 years,Option 1 Only,15,9
2019/20,North Lanarkshire,75-84 years,Option 1 Only,10,11
2019/20,North Lanarkshire,85+ years,Option 1 Only,5,8
2019/20,North Lanarkshire,Unknown,Option 1 Only,0,NA
2019/20,North Lanarkshire,All Ages,Option 2 Only,1120,74
2019/20,North Lanarkshire,0-17 years,Option 2 Only,45,39
2019/20,North Lanarkshire,18-64 years,Option 2 Only,805,74
2019/20,North Lanarkshire,65-74 years,Option 2 Only,135,82
2019/20,North Lanarkshire,75-84 years,Option 2 Only,75,83
2019/20,North Lanarkshire,85+ years,Option 2 Only,55,92
2019/20,North Lanarkshire,Unknown,Option 2 Only,0,NA
2019/20,North Lanarkshire,All Ages,Option 3 Only,120,8
2019/20,North Lanarkshire,0-17 years,Option 3 Only,0,0
2019/20,North Lanarkshire,18-64 years,Option 3 Only,100,9
2019/20,North Lanarkshire,65-74 years,Option 3 Only,15,9
2019/20,North Lanarkshire,75-84 years,Option 3 Only,5,6
2019/20,North Lanarkshire,85+ years,Option 3 Only,0,0
2019/20,North Lanarkshire,Unknown,Option 3 Only,0,NA
2019/20,North Lanarkshire,All Ages,Option 4 Only,25,2
2019/20,North Lanarkshire,0-17 years,Option 4 Only,10,9
2019/20,North Lanarkshire,18-64 years,Option 4 Only,15,1
2019/20,North Lanarkshire,65-74 years,Option 4 Only,0,0
2019/20,North Lanarkshire,75-84 years,Option 4 Only,0,0
2019/20,North Lanarkshire,85+ years,Option 4 Only,0,0
2019/20,North Lanarkshire,Unknown,Option 4 Only,0,NA
2020/21,North Lanarkshire,All Ages,Option 1 Only,285,19
2020/21,North Lanarkshire,0-17 years,Option 1 Only,70,54
2020/21,North Lanarkshire,18-64 years,Option 1 Only,190,18
2020/21,North Lanarkshire,65-74 years,Option 1 Only,15,9
2020/21,North Lanarkshire,75-84 years,Option 1 Only,5,7
2020/21,North Lanarkshire,85+ years,Option 1 Only,5,10
2020/21,North Lanarkshire,Unknown,Option 1 Only,0,NA
2020/21,North Lanarkshire,All Ages,Option 2 Only,1080,71
2020/21,North Lanarkshire,0-17 years,Option 2 Only,50,38
2020/21,North Lanarkshire,18-64 years,Option 2 Only,780,72
2020/21,North Lanarkshire,65-74 years,Option 2 Only,135,82
2020/21,North Lanarkshire,75-84 years,Option 2 Only,70,93
2020/21,North Lanarkshire,85+ years,Option 2 Only,45,90
2020/21,North Lanarkshire,Unknown,Option 2 Only,0,NA
2020/21,North Lanarkshire,All Ages,Option 3 Only,120,8
2020/21,North Lanarkshire,0-17 years,Option 3 Only,0,0
2020/21,North Lanarkshire,18-64 years,Option 3 Only,100,9
2020/21,North Lanarkshire,65-74 years,Option 3 Only,15,9
2020/21,North Lanarkshire,75-84 years,Option 3 Only,0,0
2020/21,North Lanarkshire,85+ years,Option 3 Only,0,0
2020/21,North Lanarkshire,Unknown,Option 3 Only,0,NA
2020/21,North Lanarkshire,All Ages,Option 4 Only,30,2
2020/21,North Lanarkshire,0-17 years,Option 4 Only,10,8
2020/21,North Lanarkshire,18-64 years,Option 4 Only,15,1
2020/21,North Lanarkshire,65-74 years,Option 4 Only,0,0
2020/21,North Lanarkshire,75-84 years,Option 4 Only,0,0
2020/21,North Lanarkshire,85+ years,Option 4 Only,0,0
2020/21,North Lanarkshire,Unknown,Option 4 Only,0,NA
2017/18,Orkney Islands,All Ages,Option 1 Only,95,79
2017/18,Orkney Islands,0-17 years,Option 1 Only,5,100
2017/18,Orkney Islands,18-64 years,Option 1 Only,50,91
2017/18,Orkney Islands,65-74 years,Option 1 Only,10,100
2017/18,Orkney Islands,75-84 years,Option 1 Only,15,75
2017/18,Orkney Islands,85+ years,Option 1 Only,15,75
2017/18,Orkney Islands,Unknown,Option 1 Only,0,NA
2017/18,Orkney Islands,All Ages,Option 2 Only,20,17
2017/18,Orkney Islands,0-17 years,Option 2 Only,0,0
2017/18,Orkney Islands,18-64 years,Option 2 Only,5,9
2017/18,Orkney Islands,65-74 years,Option 2 Only,0,0
2017/18,Orkney Islands,75-84 years,Option 2 Only,5,25
2017/18,Orkney Islands,85+ years,Option 2 Only,5,25
2017/18,Orkney Islands,Unknown,Option 2 Only,0,NA
2017/18,Orkney Islands,All Ages,Option 3 Only,0,0
2017/18,Orkney Islands,0-17 years,Option 3 Only,0,0
2017/18,Orkney Islands,18-64 years,Option 3 Only,0,0
2017/18,Orkney Islands,65-74 years,Option 3 Only,0,0
2017/18,Orkney Islands,75-84 years,Option 3 Only,0,0
2017/18,Orkney Islands,85+ years,Option 3 Only,0,0
2017/18,Orkney Islands,Unknown,Option 3 Only,0,NA
2017/18,Orkney Islands,All Ages,Option 4 Only,5,4
2017/18,Orkney Islands,0-17 years,Option 4 Only,0,0
2017/18,Orkney Islands,18-64 years,Option 4 Only,0,0
2017/18,Orkney Islands,65-74 years,Option 4 Only,0,0
2017/18,Orkney Islands,75-84 years,Option 4 Only,0,0
2017/18,Orkney Islands,85+ years,Option 4 Only,0,0
2017/18,Orkney Islands,Unknown,Option 4 Only,0,NA
2019/20,Orkney Islands,All Ages,Option 1 Only,70,58
2019/20,Orkney Islands,0-17 years,Option 1 Only,5,100
2019/20,Orkney Islands,18-64 years,Option 1 Only,45,90
2019/20,Orkney Islands,65-74 years,Option 1 Only,10,50
2019/20,Orkney Islands,75-84 years,Option 1 Only,5,33
2019/20,Orkney Islands,85+ years,Option 1 Only,10,33
2019/20,Orkney Islands,Unknown,Option 1 Only,0,NA
2019/20,Orkney Islands,All Ages,Option 2 Only,50,42
2019/20,Orkney Islands,0-17 years,Option 2 Only,0,0
2019/20,Orkney Islands,18-64 years,Option 2 Only,5,10
2019/20,Orkney Islands,65-74 years,Option 2 Only,10,50
2019/20,Orkney Islands,75-84 years,Option 2 Only,10,67
2019/20,Orkney Islands,85+ years,Option 2 Only,20,67
2019/20,Orkney Islands,Unknown,Option 2 Only,0,NA
2019/20,Orkney Islands,All Ages,Option 3 Only,0,0
2019/20,Orkney Islands,0-17 years,Option 3 Only,0,0
2019/20,Orkney Islands,18-64 years,Option 3 Only,0,0
2019/20,Orkney Islands,65-74 years,Option 3 Only,0,0
2019/20,Orkney Islands,75-84 years,Option 3 Only,0,0
2019/20,Orkney Islands,85+ years,Option 3 Only,0,0
2019/20,Orkney Islands,Unknown,Option 3 Only,0,NA
2019/20,Orkney Islands,All Ages,Option 4 Only,0,0
2019/20,Orkney Islands,0-17 years,Option 4 Only,0,0
2019/20,Orkney Islands,18-64 years,Option 4 Only,0,0
2019/20,Orkney Islands,65-74 years,Option 4 Only,0,0
2019/20,Orkney Islands,75-84 years,Option 4 Only,0,0
2019/20,Orkney Islands,85+ years,Option 4 Only,0,0
2019/20,Orkney Islands,Unknown,Option 4 Only,0,NA
2017/18,Perth and Kinross,All Ages,Option 1 Only,105,2
2017/18,Perth and Kinross,0-17 years,Option 1 Only,0,0
2017/18,Perth and Kinross,18-64 years,Option 1 Only,50,6
2017/18,Perth and Kinross,65-74 years,Option 1 Only,10,2
2017/18,Perth and Kinross,75-84 years,Option 1 Only,15,1
2017/18,Perth and Kinross,85+ years,Option 1 Only,30,2
2017/18,Perth and Kinross,Unknown,Option 1 Only,0,NA
2017/18,Perth and Kinross,All Ages,Option 2 Only,230,5
2017/18,Perth and Kinross,0-17 years,Option 2 Only,0,0
2017/18,Perth and Kinross,18-64 years,Option 2 Only,105,12
2017/18,Perth and Kinross,65-74 years,Option 2 Only,55,9
2017/18,Perth and Kinross,75-84 years,Option 2 Only,30,2
2017/18,Perth and Kinross,85+ years,Option 2 Only,40,2
2017/18,Perth and Kinross,Unknown,Option 2 Only,0,NA
2017/18,Perth and Kinross,All Ages,Option 3 Only,3600,78
2017/18,Perth and Kinross,0-17 years,Option 3 Only,5,100
2017/18,Perth and Kinross,18-64 years,Option 3 Only,605,67
2017/18,Perth and Kinross,65-74 years,Option 3 Only,495,77
2017/18,Perth and Kinross,75-84 years,Option 3 Only,1110,81
2017/18,Perth and Kinross,85+ years,Option 3 Only,1385,81
2017/18,Perth and Kinross,Unknown,Option 3 Only,0,NA
2017/18,Perth and Kinross,All Ages,Option 4 Only,710,15
2017/18,Perth and Kinross,0-17 years,Option 4 Only,0,0
2017/18,Perth and Kinross,18-64 years,Option 4 Only,140,16
2017/18,Perth and Kinross,65-74 years,Option 4 Only,85,13
2017/18,Perth and Kinross,75-84 years,Option 4 Only,215,16
2017/18,Perth and Kinross,85+ years,Option 4 Only,265,15
2017/18,Perth and Kinross,Unknown,Option 4 Only,0,NA
2018/19,Perth and Kinross,All Ages,Option 1 Only,115,2
2018/19,Perth and Kinross,0-17 years,Option 1 Only,0,0
2018/19,Perth and Kinross,18-64 years,Option 1 Only,55,6
2018/19,Perth and Kinross,65-74 years,Option 1 Only,10,1
2018/19,Perth and Kinross,75-84 years,Option 1 Only,20,1
2018/19,Perth and Kinross,85+ years,Option 1 Only,30,2
2018/19,Perth and Kinross,Unknown,Option 1 Only,0,NA
2018/19,Perth and Kinross,All Ages,Option 2 Only,460,9
2018/19,Perth and Kinross,0-17 years,Option 2 Only,0,0
2018/19,Perth and Kinross,18-64 years,Option 2 Only,220,22
2018/19,Perth and Kinross,65-74 years,Option 2 Only,95,14
2018/19,Perth and Kinross,75-84 years,Option 2 Only,75,5
2018/19,Perth and Kinross,85+ years,Option 2 Only,65,4
2018/19,Perth and Kinross,Unknown,Option 2 Only,0,NA
2018/19,Perth and Kinross,All Ages,Option 3 Only,3545,72
2018/19,Perth and Kinross,0-17 years,Option 3 Only,5,50
2018/19,Perth and Kinross,18-64 years,Option 3 Only,560,57
2018/19,Perth and Kinross,65-74 years,Option 3 Only,480,70
2018/19,Perth and Kinross,75-84 years,Option 3 Only,1155,78
2018/19,Perth and Kinross,85+ years,Option 3 Only,1345,78
2018/19,Perth and Kinross,Unknown,Option 3 Only,0,NA
2018/19,Perth and Kinross,All Ages,Option 4 Only,775,16
2018/19,Perth and Kinross,0-17 years,Option 4 Only,5,50
2018/19,Perth and Kinross,18-64 years,Option 4 Only,150,15
2018/19,Perth and Kinross,65-74 years,Option 4 Only,100,15
2018/19,Perth and Kinross,75-84 years,Option 4 Only,230,16
2018/19,Perth and Kinross,85+ years,Option 4 Only,290,17
2018/19,Perth and Kinross,Unknown,Option 4 Only,0,NA
2019/20,Perth and Kinross,All Ages,Option 1 Only,115,2
2019/20,Perth and Kinross,0-17 years,Option 1 Only,0,0
2019/20,Perth and Kinross,18-64 years,Option 1 Only,55,5
2019/20,Perth and Kinross,65-74 years,Option 1 Only,15,2
2019/20,Perth and Kinross,75-84 years,Option 1 Only,15,1
2019/20,Perth and Kinross,85+ years,Option 1 Only,30,2
2019/20,Perth and Kinross,Unknown,Option 1 Only,0,NA
2019/20,Perth and Kinross,All Ages,Option 2 Only,620,12
2019/20,Perth and Kinross,0-17 years,Option 2 Only,0,0
2019/20,Perth and Kinross,18-64 years,Option 2 Only,290,24
2019/20,Perth and Kinross,65-74 years,Option 2 Only,140,19
2019/20,Perth and Kinross,75-84 years,Option 2 Only,130,8
2019/20,Perth and Kinross,85+ years,Option 2 Only,65,3
2019/20,Perth and Kinross,Unknown,Option 2 Only,0,NA
2019/20,Perth and Kinross,All Ages,Option 3 Only,3805,71
2019/20,Perth and Kinross,0-17 years,Option 3 Only,5,100
2019/20,Perth and Kinross,18-64 years,Option 3 Only,700,59
2019/20,Perth and Kinross,65-74 years,Option 3 Only,490,65
2019/20,Perth and Kinross,75-84 years,Option 3 Only,1175,77
2019/20,Perth and Kinross,85+ years,Option 3 Only,1440,77
2019/20,Perth and Kinross,Unknown,Option 3 Only,0,NA
2019/20,Perth and Kinross,All Ages,Option 4 Only,805,15
2019/20,Perth and Kinross,0-17 years,Option 4 Only,0,0
2019/20,Perth and Kinross,18-64 years,Option 4 Only,150,13
2019/20,Perth and Kinross,65-74 years,Option 4 Only,105,14
2019/20,Perth and Kinross,75-84 years,Option 4 Only,210,14
2019/20,Perth and Kinross,85+ years,Option 4 Only,340,18
2019/20,Perth and Kinross,Unknown,Option 4 Only,0,NA
2020/21,Perth and Kinross,All Ages,Option 1 Only,135,2
2020/21,Perth and Kinross,0-17 years,Option 1 Only,0,0
2020/21,Perth and Kinross,18-64 years,Option 1 Only,60,5
2020/21,Perth and Kinross,65-74 years,Option 1 Only,10,1
2020/21,Perth and Kinross,75-84 years,Option 1 Only,20,1
2020/21,Perth and Kinross,85+ years,Option 1 Only,40,2
2020/21,Perth and Kinross,Unknown,Option 1 Only,0,NA
2020/21,Perth and Kinross,All Ages,Option 2 Only,595,11
2020/21,Perth and Kinross,0-17 years,Option 2 Only,0,0
2020/21,Perth and Kinross,18-64 years,Option 2 Only,280,22
2020/21,Perth and Kinross,65-74 years,Option 2 Only,135,18
2020/21,Perth and Kinross,75-84 years,Option 2 Only,115,8
2020/21,Perth and Kinross,85+ years,Option 2 Only,75,4
2020/21,Perth and Kinross,Unknown,Option 2 Only,0,NA
2020/21,Perth and Kinross,All Ages,Option 3 Only,3920,73
2020/21,Perth and Kinross,0-17 years,Option 3 Only,10,100
2020/21,Perth and Kinross,18-64 years,Option 3 Only,775,61
2020/21,Perth and Kinross,65-74 years,Option 3 Only,495,67
2020/21,Perth and Kinross,75-84 years,Option 3 Only,1165,77
2020/21,Perth and Kinross,85+ years,Option 3 Only,1475,78
2020/21,Perth and Kinross,Unknown,Option 3 Only,0,NA
2020/21,Perth and Kinross,All Ages,Option 4 Only,755,14
2020/21,Perth and Kinross,0-17 years,Option 4 Only,0,0
2020/21,Perth and Kinross,18-64 years,Option 4 Only,155,12
2020/21,Perth and Kinross,65-74 years,Option 4 Only,95,13
2020/21,Perth and Kinross,75-84 years,Option 4 Only,205,14
2020/21,Perth and Kinross,85+ years,Option 4 Only,300,16
2020/21,Perth and Kinross,Unknown,Option 4 Only,0,NA
2017/18,Renfrewshire,All Ages,Option 1 Only,150,4
2017/18,Renfrewshire,0-17 years,Option 1 Only,0,NA
2017/18,Renfrewshire,18-64 years,Option 1 Only,90,15
2017/18,Renfrewshire,65-74 years,Option 1 Only,20,3
2017/18,Renfrewshire,75-84 years,Option 1 Only,25,2
2017/18,Renfrewshire,85+ years,Option 1 Only,15,1
2017/18,Renfrewshire,Unknown,Option 1 Only,0,0
2017/18,Renfrewshire,All Ages,Option 2 Only,45,1
2017/18,Renfrewshire,0-17 years,Option 2 Only,0,NA
2017/18,Renfrewshire,18-64 years,Option 2 Only,15,2
2017/18,Renfrewshire,65-74 years,Option 2 Only,5,1
2017/18,Renfrewshire,75-84 years,Option 2 Only,15,1
2017/18,Renfrewshire,85+ years,Option 2 Only,10,1
2017/18,Renfrewshire,Unknown,Option 2 Only,0,0
2017/18,Renfrewshire,All Ages,Option 3 Only,3355,91
2017/18,Renfrewshire,0-17 years,Option 3 Only,0,NA
2017/18,Renfrewshire,18-64 years,Option 3 Only,475,77
2017/18,Renfrewshire,65-74 years,Option 3 Only,590,93
2017/18,Renfrewshire,75-84 years,Option 3 Only,1215,93
2017/18,Renfrewshire,85+ years,Option 3 Only,1070,95
2017/18,Renfrewshire,Unknown,Option 3 Only,5,100
2017/18,Renfrewshire,All Ages,Option 4 Only,130,4
2017/18,Renfrewshire,0-17 years,Option 4 Only,0,NA
2017/18,Renfrewshire,18-64 years,Option 4 Only,35,6
2017/18,Renfrewshire,65-74 years,Option 4 Only,20,3
2017/18,Renfrewshire,75-84 years,Option 4 Only,45,3
2017/18,Renfrewshire,85+ years,Option 4 Only,30,3
2017/18,Renfrewshire,Unknown,Option 4 Only,0,0
2018/19,Renfrewshire,All Ages,Option 1 Only,135,4
2018/19,Renfrewshire,0-17 years,Option 1 Only,0,NA
2018/19,Renfrewshire,18-64 years,Option 1 Only,60,8
2018/19,Renfrewshire,65-74 years,Option 1 Only,20,3
2018/19,Renfrewshire,75-84 years,Option 1 Only,25,2
2018/19,Renfrewshire,85+ years,Option 1 Only,25,2
2018/19,Renfrewshire,Unknown,Option 1 Only,0,0
2018/19,Renfrewshire,All Ages,Option 2 Only,50,1
2018/19,Renfrewshire,0-17 years,Option 2 Only,0,NA
2018/19,Renfrewshire,18-64 years,Option 2 Only,15,2
2018/19,Renfrewshire,65-74 years,Option 2 Only,5,1
2018/19,Renfrewshire,75-84 years,Option 2 Only,20,2
2018/19,Renfrewshire,85+ years,Option 2 Only,10,1
2018/19,Renfrewshire,Unknown,Option 2 Only,0,0
2018/19,Renfrewshire,All Ages,Option 3 Only,3180,91
2018/19,Renfrewshire,0-17 years,Option 3 Only,0,NA
2018/19,Renfrewshire,18-64 years,Option 3 Only,625,84
2018/19,Renfrewshire,65-74 years,Option 3 Only,540,92
2018/19,Renfrewshire,75-84 years,Option 3 Only,1060,93
2018/19,Renfrewshire,85+ years,Option 3 Only,950,94
2018/19,Renfrewshire,Unknown,Option 3 Only,10,100
2018/19,Renfrewshire,All Ages,Option 4 Only,125,4
2018/19,Renfrewshire,0-17 years,Option 4 Only,0,NA
2018/19,Renfrewshire,18-64 years,Option 4 Only,40,5
2018/19,Renfrewshire,65-74 years,Option 4 Only,20,3
2018/19,Renfrewshire,75-84 years,Option 4 Only,40,3
2018/19,Renfrewshire,85+ years,Option 4 Only,30,3
2018/19,Renfrewshire,Unknown,Option 4 Only,0,0
2019/20,Renfrewshire,All Ages,Option 1 Only,175,5
2019/20,Renfrewshire,0-17 years,Option 1 Only,0,0
2019/20,Renfrewshire,18-64 years,Option 1 Only,90,12
2019/20,Renfrewshire,65-74 years,Option 1 Only,25,5
2019/20,Renfrewshire,75-84 years,Option 1 Only,30,3
2019/20,Renfrewshire,85+ years,Option 1 Only,30,3
2019/20,Renfrewshire,Unknown,Option 1 Only,0,0
2019/20,Renfrewshire,All Ages,Option 2 Only,50,1
2019/20,Renfrewshire,0-17 years,Option 2 Only,0,0
2019/20,Renfrewshire,18-64 years,Option 2 Only,15,2
2019/20,Renfrewshire,65-74 years,Option 2 Only,5,1
2019/20,Renfrewshire,75-84 years,Option 2 Only,15,1
2019/20,Renfrewshire,85+ years,Option 2 Only,15,1
2019/20,Renfrewshire,Unknown,Option 2 Only,0,0
2019/20,Renfrewshire,All Ages,Option 3 Only,3030,87
2019/20,Renfrewshire,0-17 years,Option 3 Only,10,100
2019/20,Renfrewshire,18-64 years,Option 3 Only,575,77
2019/20,Renfrewshire,65-74 years,Option 3 Only,455,87
2019/20,Renfrewshire,75-84 years,Option 3 Only,1030,91
2019/20,Renfrewshire,85+ years,Option 3 Only,955,90
2019/20,Renfrewshire,Unknown,Option 3 Only,5,100
2019/20,Renfrewshire,All Ages,Option 4 Only,215,6
2019/20,Renfrewshire,0-17 years,Option 4 Only,0,0
2019/20,Renfrewshire,18-64 years,Option 4 Only,65,9
2019/20,Renfrewshire,65-74 years,Option 4 Only,40,8
2019/20,Renfrewshire,75-84 years,Option 4 Only,55,5
2019/20,Renfrewshire,85+ years,Option 4 Only,60,6
2019/20,Renfrewshire,Unknown,Option 4 Only,0,0
2020/21,Renfrewshire,All Ages,Option 1 Only,250,7
2020/21,Renfrewshire,0-17 years,Option 1 Only,55,100
2020/21,Renfrewshire,18-64 years,Option 1 Only,110,11
2020/21,Renfrewshire,65-74 years,Option 1 Only,25,4
2020/21,Renfrewshire,75-84 years,Option 1 Only,35,3
2020/21,Renfrewshire,85+ years,Option 1 Only,30,3
2020/21,Renfrewshire,Unknown,Option 1 Only,0,NA
2020/21,Renfrewshire,All Ages,Option 2 Only,115,3
2020/21,Renfrewshire,0-17 years,Option 2 Only,0,0
2020/21,Renfrewshire,18-64 years,Option 2 Only,35,4
2020/21,Renfrewshire,65-74 years,Option 2 Only,20,4
2020/21,Renfrewshire,75-84 years,Option 2 Only,35,3
2020/21,Renfrewshire,85+ years,Option 2 Only,30,3
2020/21,Renfrewshire,Unknown,Option 2 Only,0,NA
2020/21,Renfrewshire,All Ages,Option 3 Only,3270,86
2020/21,Renfrewshire,0-17 years,Option 3 Only,0,0
2020/21,Renfrewshire,18-64 years,Option 3 Only,785,79
2020/21,Renfrewshire,65-74 years,Option 3 Only,490,87
2020/21,Renfrewshire,75-84 years,Option 3 Only,1025,90
2020/21,Renfrewshire,85+ years,Option 3 Only,970,90
2020/21,Renfrewshire,Unknown,Option 3 Only,0,NA
2020/21,Renfrewshire,All Ages,Option 4 Only,185,5
2020/21,Renfrewshire,0-17 years,Option 4 Only,0,0
2020/21,Renfrewshire,18-64 years,Option 4 Only,60,6
2020/21,Renfrewshire,65-74 years,Option 4 Only,30,5
2020/21,Renfrewshire,75-84 years,Option 4 Only,45,4
2020/21,Renfrewshire,85+ years,Option 4 Only,50,5
2020/21,Renfrewshire,Unknown,Option 4 Only,0,NA
2017/18,Scottish Borders,All Ages,Option 1 Only,280,12
2017/18,Scottish Borders,0-17 years,Option 1 Only,0,0
2017/18,Scottish Borders,18-64 years,Option 1 Only,110,23
2017/18,Scottish Borders,65-74 years,Option 1 Only,35,11
2017/18,Scottish Borders,75-84 years,Option 1 Only,60,9
2017/18,Scottish Borders,85+ years,Option 1 Only,70,8
2017/18,Scottish Borders,Unknown,Option 1 Only,0,NA
2017/18,Scottish Borders,All Ages,Option 2 Only,5,0
2017/18,Scottish Borders,0-17 years,Option 2 Only,0,0
2017/18,Scottish Borders,18-64 years,Option 2 Only,5,1
2017/18,Scottish Borders,65-74 years,Option 2 Only,0,0
2017/18,Scottish Borders,75-84 years,Option 2 Only,0,0
2017/18,Scottish Borders,85+ years,Option 2 Only,0,0
2017/18,Scottish Borders,Unknown,Option 2 Only,0,NA
2017/18,Scottish Borders,All Ages,Option 3 Only,1905,81
2017/18,Scottish Borders,0-17 years,Option 3 Only,5,100
2017/18,Scottish Borders,18-64 years,Option 3 Only,310,65
2017/18,Scottish Borders,65-74 years,Option 3 Only,245,80
2017/18,Scottish Borders,75-84 years,Option 3 Only,560,84
2017/18,Scottish Borders,85+ years,Option 3 Only,785,86
2017/18,Scottish Borders,Unknown,Option 3 Only,0,NA
2017/18,Scottish Borders,All Ages,Option 4 Only,175,7
2017/18,Scottish Borders,0-17 years,Option 4 Only,0,0
2017/18,Scottish Borders,18-64 years,Option 4 Only,50,11
2017/18,Scottish Borders,65-74 years,Option 4 Only,25,8
2017/18,Scottish Borders,75-84 years,Option 4 Only,45,7
2017/18,Scottish Borders,85+ years,Option 4 Only,55,6
2017/18,Scottish Borders,Unknown,Option 4 Only,0,NA
2018/19,Scottish Borders,All Ages,Option 1 Only,280,11
2018/19,Scottish Borders,0-17 years,Option 1 Only,0,0
2018/19,Scottish Borders,18-64 years,Option 1 Only,110,21
2018/19,Scottish Borders,65-74 years,Option 1 Only,30,10
2018/19,Scottish Borders,75-84 years,Option 1 Only,65,8
2018/19,Scottish Borders,85+ years,Option 1 Only,80,8
2018/19,Scottish Borders,Unknown,Option 1 Only,0,NA
2018/19,Scottish Borders,All Ages,Option 2 Only,5,0
2018/19,Scottish Borders,0-17 years,Option 2 Only,0,0
2018/19,Scottish Borders,18-64 years,Option 2 Only,5,1
2018/19,Scottish Borders,65-74 years,Option 2 Only,0,0
2018/19,Scottish Borders,75-84 years,Option 2 Only,0,0
2018/19,Scottish Borders,85+ years,Option 2 Only,0,0
2018/19,Scottish Borders,Unknown,Option 2 Only,0,NA
2018/19,Scottish Borders,All Ages,Option 3 Only,2095,81
2018/19,Scottish Borders,0-17 years,Option 3 Only,5,100
2018/19,Scottish Borders,18-64 years,Option 3 Only,350,65
2018/19,Scottish Borders,65-74 years,Option 3 Only,240,80
2018/19,Scottish Borders,75-84 years,Option 3 Only,665,85
2018/19,Scottish Borders,85+ years,Option 3 Only,830,85
2018/19,Scottish Borders,Unknown,Option 3 Only,0,NA
2018/19,Scottish Borders,All Ages,Option 4 Only,220,8
2018/19,Scottish Borders,0-17 years,Option 4 Only,0,0
2018/19,Scottish Borders,18-64 years,Option 4 Only,70,13
2018/19,Scottish Borders,65-74 years,Option 4 Only,30,10
2018/19,Scottish Borders,75-84 years,Option 4 Only,50,6
2018/19,Scottish Borders,85+ years,Option 4 Only,70,7
2018/19,Scottish Borders,Unknown,Option 4 Only,0,NA
2019/20,Scottish Borders,All Ages,Option 1 Only,370,12
2019/20,Scottish Borders,0-17 years,Option 1 Only,55,100
2019/20,Scottish Borders,18-64 years,Option 1 Only,120,18
2019/20,Scottish Borders,65-74 years,Option 1 Only,50,13
2019/20,Scottish Borders,75-84 years,Option 1 Only,70,9
2019/20,Scottish Borders,85+ years,Option 1 Only,75,7
2019/20,Scottish Borders,Unknown,Option 1 Only,0,NA
2019/20,Scottish Borders,All Ages,Option 2 Only,10,0
2019/20,Scottish Borders,0-17 years,Option 2 Only,0,0
2019/20,Scottish Borders,18-64 years,Option 2 Only,5,1
2019/20,Scottish Borders,65-74 years,Option 2 Only,0,0
2019/20,Scottish Borders,75-84 years,Option 2 Only,0,0
2019/20,Scottish Borders,85+ years,Option 2 Only,0,0
2019/20,Scottish Borders,Unknown,Option 2 Only,0,NA
2019/20,Scottish Borders,All Ages,Option 3 Only,2350,79
2019/20,Scottish Borders,0-17 years,Option 3 Only,0,0
2019/20,Scottish Borders,18-64 years,Option 3 Only,470,70
2019/20,Scottish Borders,65-74 years,Option 3 Only,320,82
2019/20,Scottish Borders,75-84 years,Option 3 Only,680,85
2019/20,Scottish Borders,85+ years,Option 3 Only,885,84
2019/20,Scottish Borders,Unknown,Option 3 Only,0,NA
2019/20,Scottish Borders,All Ages,Option 4 Only,240,8
2019/20,Scottish Borders,0-17 years,Option 4 Only,0,0
2019/20,Scottish Borders,18-64 years,Option 4 Only,75,11
2019/20,Scottish Borders,65-74 years,Option 4 Only,20,5
2019/20,Scottish Borders,75-84 years,Option 4 Only,50,6
2019/20,Scottish Borders,85+ years,Option 4 Only,90,9
2019/20,Scottish Borders,Unknown,Option 4 Only,0,NA
2020/21,Scottish Borders,All Ages,Option 1 Only,405,13
2020/21,Scottish Borders,0-17 years,Option 1 Only,55,92
2020/21,Scottish Borders,18-64 years,Option 1 Only,120,17
2020/21,Scottish Borders,65-74 years,Option 1 Only,50,13
2020/21,Scottish Borders,75-84 years,Option 1 Only,80,10
2020/21,Scottish Borders,85+ years,Option 1 Only,100,9
2020/21,Scottish Borders,Unknown,Option 1 Only,0,NA
2020/21,Scottish Borders,All Ages,Option 2 Only,15,0
2020/21,Scottish Borders,0-17 years,Option 2 Only,0,0
2020/21,Scottish Borders,18-64 years,Option 2 Only,10,1
2020/21,Scottish Borders,65-74 years,Option 2 Only,0,0
2020/21,Scottish Borders,75-84 years,Option 2 Only,0,0
2020/21,Scottish Borders,85+ years,Option 2 Only,0,0
2020/21,Scottish Borders,Unknown,Option 2 Only,0,NA
