financial_year,sending_location,age_group,sds_support_services,nclient,rate
2018/19,North Ayrshire,65-74 years,Not Known,5,4.424778761061947
2018/19,North Ayrshire,75-84 years,Not Known,10,4.024144869215292
2018/19,North Ayrshire,85+ years,Not Known,5,2.242152466367713
2018/19,North Ayrshire,Unknown,Not Known,0,0
2019/20,North Ayrshire,All Ages,Local Authority,0,0
2019/20,North Ayrshire,0-17 years,Local Authority,0,0
2019/20,North Ayrshire,18-64 years,Local Authority,0,0
2019/20,North Ayrshire,65-74 years,Local Authority,0,0
2019/20,North Ayrshire,75-84 years,Local Authority,0,0
2019/20,North Ayrshire,85+ years,Local Authority,0,0
2019/20,North Ayrshire,Unknown,Local Authority,0,0
2019/20,North Ayrshire,All Ages,Personal Assistance Contract,130,18.030513176144243
2019/20,North Ayrshire,0-17 years,Personal Assistance Contract,45,473.6842105263158
2019/20,North Ayrshire,18-64 years,Personal Assistance Contract,60,52.40174672489083
2019/20,North Ayrshire,65-74 years,Personal Assistance Contract,15,13.215859030837004
2019/20,North Ayrshire,75-84 years,Personal Assistance Contract,5,2.0161290322580645
2019/20,North Ayrshire,85+ years,Personal Assistance Contract,5,2.127659574468085
2019/20,North Ayrshire,Unknown,Personal Assistance Contract,0,0
2019/20,North Ayrshire,All Ages,Private,90,12.482662968099861
2019/20,North Ayrshire,0-17 years,Private,10,105.26315789473684
2019/20,North Ayrshire,18-64 years,Private,40,34.93449781659388
2019/20,North Ayrshire,65-74 years,Private,15,13.215859030837004
2019/20,North Ayrshire,75-84 years,Private,10,4.032258064516129
2019/20,North Ayrshire,85+ years,Private,10,4.25531914893617
2019/20,North Ayrshire,Unknown,Private,0,0
2019/20,North Ayrshire,All Ages,Voluntary,0,0
2019/20,North Ayrshire,0-17 years,Voluntary,0,0
2019/20,North Ayrshire,18-64 years,Voluntary,0,0
2019/20,North Ayrshire,65-74 years,Voluntary,0,0
2019/20,North Ayrshire,75-84 years,Voluntary,0,0
2019/20,North Ayrshire,85+ years,Voluntary,0,0
2019/20,North Ayrshire,Unknown,Voluntary,0,0
2019/20,North Ayrshire,All Ages,Other,5,0.6934812760055479
2019/20,North Ayrshire,0-17 years,Other,5,52.63157894736842
2019/20,North Ayrshire,18-64 years,Other,0,0
2019/20,North Ayrshire,65-74 years,Other,0,0
2019/20,North Ayrshire,75-84 years,Other,0,0
2019/20,North Ayrshire,85+ years,Other,0,0
2019/20,North Ayrshire,Unknown,Other,0,0
2019/20,North Ayrshire,All Ages,Not Known,2340,324.5492371705964
2019/20,North Ayrshire,0-17 years,Not Known,35,368.4210526315789
2019/20,North Ayrshire,18-64 years,Not Known,380,331.87772925764193
2019/20,North Ayrshire,65-74 years,Not Known,310,273.12775330396477
2019/20,North Ayrshire,75-84 years,Not Known,715,288.30645161290323
2019/20,North Ayrshire,85+ years,Not Known,905,385.1063829787234
2019/20,North Ayrshire,Unknown,Not Known,0,0
2020/21,North Ayrshire,All Ages,Local Authority,0,0
2020/21,North Ayrshire,0-17 years,Local Authority,0,0
2020/21,North Ayrshire,18-64 years,Local Authority,0,0
2020/21,North Ayrshire,65-74 years,Local Authority,0,0
2020/21,North Ayrshire,75-84 years,Local Authority,0,0
2020/21,North Ayrshire,85+ years,Local Authority,0,0
2020/21,North Ayrshire,Unknown,Local Authority,0,0
2020/21,North Ayrshire,All Ages,Personal Assistance Contract,125,17.83166904422254
2020/21,North Ayrshire,0-17 years,Personal Assistance Contract,40,333.3333333333333
2020/21,North Ayrshire,18-64 years,Personal Assistance Contract,60,46.69260700389105
2020/21,North Ayrshire,65-74 years,Personal Assistance Contract,15,13.392857142857142
2020/21,North Ayrshire,75-84 years,Personal Assistance Contract,5,2.127659574468085
2020/21,North Ayrshire,85+ years,Personal Assistance Contract,5,2.347417840375587
2020/21,North Ayrshire,Unknown,Personal Assistance Contract,0,0
2020/21,North Ayrshire,All Ages,Private,80,11.412268188302425
2020/21,North Ayrshire,0-17 years,Private,5,41.666666666666664
2020/21,North Ayrshire,18-64 years,Private,45,35.01945525291829
2020/21,North Ayrshire,65-74 years,Private,15,13.392857142857142
2020/21,North Ayrshire,75-84 years,Private,10,4.25531914893617
2020/21,North Ayrshire,85+ years,Private,5,2.347417840375587
2020/21,North Ayrshire,Unknown,Private,0,0
2020/21,North Ayrshire,All Ages,Voluntary,0,0
2020/21,North Ayrshire,0-17 years,Voluntary,0,0
2020/21,North Ayrshire,18-64 years,Voluntary,0,0
2020/21,North Ayrshire,65-74 years,Voluntary,0,0
2020/21,North Ayrshire,75-84 years,Voluntary,0,0
2020/21,North Ayrshire,85+ years,Voluntary,0,0
2020/21,North Ayrshire,Unknown,Voluntary,0,0
2020/21,North Ayrshire,All Ages,Other,10,1.4265335235378032
2020/21,North Ayrshire,0-17 years,Other,5,41.666666666666664
2020/21,North Ayrshire,18-64 years,Other,0,0
2020/21,North Ayrshire,65-74 years,Other,0,0
2020/21,North Ayrshire,75-84 years,Other,0,0
2020/21,North Ayrshire,85+ years,Other,0,0
2020/21,North Ayrshire,Unknown,Other,0,0
2020/21,North Ayrshire,All Ages,Not Known,1760,251.06990014265335
2020/21,North Ayrshire,0-17 years,Not Known,40,333.3333333333333
2020/21,North Ayrshire,18-64 years,Not Known,355,276.26459143968873
2020/21,North Ayrshire,65-74 years,Not Known,245,218.75
2020/21,North Ayrshire,75-84 years,Not Known,480,204.25531914893617
2020/21,North Ayrshire,85+ years,Not Known,640,300.46948356807513
2020/21,North Ayrshire,Unknown,Not Known,0,0
2017/18,North Lanarkshire,All Ages,Local Authority,190,150.79365079365078
2017/18,North Lanarkshire,0-17 years,Local Authority,10,83.33333333333333
2017/18,North Lanarkshire,18-64 years,Local Authority,160,163.26530612244898
2017/18,North Lanarkshire,65-74 years,Local Authority,15,150
2017/18,North Lanarkshire,75-84 years,Local Authority,5,111.1111111111111
2017/18,North Lanarkshire,85+ years,Local Authority,0,0
2017/18,North Lanarkshire,Unknown,Local Authority,0,0
2017/18,North Lanarkshire,All Ages,Personal Assistance Contract,185,146.82539682539684
2017/18,North Lanarkshire,0-17 years,Personal Assistance Contract,40,333.3333333333333
2017/18,North Lanarkshire,18-64 years,Personal Assistance Contract,125,127.55102040816327
2017/18,North Lanarkshire,65-74 years,Personal Assistance Contract,10,100
2017/18,North Lanarkshire,75-84 years,Personal Assistance Contract,5,111.1111111111111
2017/18,North Lanarkshire,85+ years,Personal Assistance Contract,5,333.3333333333333
2017/18,North Lanarkshire,Unknown,Personal Assistance Contract,0,0
2017/18,North Lanarkshire,All Ages,Private,695,551.5873015873017
2017/18,North Lanarkshire,0-17 years,Private,45,375
2017/18,North Lanarkshire,18-64 years,Private,555,566.3265306122449
2017/18,North Lanarkshire,65-74 years,Private,60,600
2017/18,North Lanarkshire,75-84 years,Private,30,666.6666666666666
2017/18,North Lanarkshire,85+ years,Private,10,666.6666666666666
2017/18,North Lanarkshire,Unknown,Private,0,0
2017/18,North Lanarkshire,All Ages,Voluntary,260,206.34920634920633
2017/18,North Lanarkshire,0-17 years,Voluntary,10,83.33333333333333
2017/18,North Lanarkshire,18-64 years,Voluntary,215,219.3877551020408
2017/18,North Lanarkshire,65-74 years,Voluntary,20,200
2017/18,North Lanarkshire,75-84 years,Voluntary,10,222.2222222222222
2017/18,North Lanarkshire,85+ years,Voluntary,5,333.3333333333333
2017/18,North Lanarkshire,Unknown,Voluntary,0,0
2017/18,North Lanarkshire,All Ages,Other,70,55.55555555555555
2017/18,North Lanarkshire,0-17 years,Other,15,125
2017/18,North Lanarkshire,18-64 years,Other,55,56.12244897959184
2017/18,North Lanarkshire,65-74 years,Other,0,0
2017/18,North Lanarkshire,75-84 years,Other,0,0
2017/18,North Lanarkshire,85+ years,Other,0,0
2017/18,North Lanarkshire,Unknown,Other,0,0
2017/18,North Lanarkshire,All Ages,Not Known,55,43.650793650793645
2017/18,North Lanarkshire,0-17 years,Not Known,25,208.33333333333334
2017/18,North Lanarkshire,18-64 years,Not Known,25,25.510204081632654
2017/18,North Lanarkshire,65-74 years,Not Known,5,50
2017/18,North Lanarkshire,75-84 years,Not Known,0,0
2017/18,North Lanarkshire,85+ years,Not Known,5,333.3333333333333
2017/18,North Lanarkshire,Unknown,Not Known,0,0
2018/19,North Lanarkshire,All Ages,Local Authority,185,133.09352517985613
2018/19,North Lanarkshire,0-17 years,Local Authority,10,80
2018/19,North Lanarkshire,18-64 years,Local Authority,150,144.92753623188406
2018/19,North Lanarkshire,65-74 years,Local Authority,20,142.85714285714286
2018/19,North Lanarkshire,75-84 years,Local Authority,5,90.9090909090909
2018/19,North Lanarkshire,85+ years,Local Authority,5,142.85714285714286
2018/19,North Lanarkshire,Unknown,Local Authority,0,0
2018/19,North Lanarkshire,All Ages,Personal Assistance Contract,190,136.6906474820144
2018/19,North Lanarkshire,0-17 years,Personal Assistance Contract,35,280
2018/19,North Lanarkshire,18-64 years,Personal Assistance Contract,130,125.60386473429952
2018/19,North Lanarkshire,65-74 years,Personal Assistance Contract,15,107.14285714285714
2018/19,North Lanarkshire,75-84 years,Personal Assistance Contract,5,90.9090909090909
2018/19,North Lanarkshire,85+ years,Personal Assistance Contract,5,142.85714285714286
2018/19,North Lanarkshire,Unknown,Personal Assistance Contract,0,0
2018/19,North Lanarkshire,All Ages,Private,730,525.1798561151079
2018/19,North Lanarkshire,0-17 years,Private,50,400
2018/19,North Lanarkshire,18-64 years,Private,565,545.8937198067632
2018/19,North Lanarkshire,65-74 years,Private,70,500
2018/19,North Lanarkshire,75-84 years,Private,30,545.4545454545454
2018/19,North Lanarkshire,85+ years,Private,10,285.7142857142857
2018/19,North Lanarkshire,Unknown,Private,0,0
2018/19,North Lanarkshire,All Ages,Voluntary,295,212.23021582733816
2018/19,North Lanarkshire,0-17 years,Voluntary,20,160
2018/19,North Lanarkshire,18-64 years,Voluntary,230,222.2222222222222
2018/19,North Lanarkshire,65-74 years,Voluntary,25,178.57142857142858
2018/19,North Lanarkshire,75-84 years,Voluntary,10,181.8181818181818
2018/19,North Lanarkshire,85+ years,Voluntary,5,142.85714285714286
2018/19,North Lanarkshire,Unknown,Voluntary,0,0
2018/19,North Lanarkshire,All Ages,Other,65,46.76258992805756
2018/19,North Lanarkshire,0-17 years,Other,10,80
2018/19,North Lanarkshire,18-64 years,Other,50,48.309178743961354
2018/19,North Lanarkshire,65-74 years,Other,0,0
2018/19,North Lanarkshire,75-84 years,Other,0,0
2018/19,North Lanarkshire,85+ years,Other,0,0
2018/19,North Lanarkshire,Unknown,Other,0,0
2018/19,North Lanarkshire,All Ages,Not Known,120,86.33093525179856
2018/19,North Lanarkshire,0-17 years,Not Known,30,240
2018/19,North Lanarkshire,18-64 years,Not Known,55,53.14009661835749
2018/19,North Lanarkshire,65-74 years,Not Known,15,107.14285714285714
2018/19,North Lanarkshire,75-84 years,Not Known,10,181.8181818181818
2018/19,North Lanarkshire,85+ years,Not Known,10,285.7142857142857
2018/19,North Lanarkshire,Unknown,Not Known,0,0
2019/20,North Lanarkshire,All Ages,Local Authority,230,151.81518151815183
2019/20,North Lanarkshire,0-17 years,Local Authority,10,86.95652173913044
2019/20,North Lanarkshire,18-64 years,Local Authority,180,165.1376146788991
2019/20,North Lanarkshire,65-74 years,Local Authority,25,151.51515151515153
2019/20,North Lanarkshire,75-84 years,Local Authority,10,117.6470588235294
2019/20,North Lanarkshire,85+ years,Local Authority,5,83.33333333333333
2019/20,North Lanarkshire,Unknown,Local Authority,0,0
2019/20,North Lanarkshire,All Ages,Personal Assistance Contract,200,132.013201320132
2019/20,North Lanarkshire,0-17 years,Personal Assistance Contract,30,260.8695652173913
2019/20,North Lanarkshire,18-64 years,Personal Assistance Contract,140,128.44036697247708
2019/20,North Lanarkshire,65-74 years,Personal Assistance Contract,15,90.9090909090909
2019/20,North Lanarkshire,75-84 years,Personal Assistance Contract,10,117.6470588235294
2019/20,North Lanarkshire,85+ years,Personal Assistance Contract,5,83.33333333333333
2019/20,North Lanarkshire,Unknown,Personal Assistance Contract,0,0
2019/20,North Lanarkshire,All Ages,Private,780,514.8514851485148
2019/20,North Lanarkshire,0-17 years,Private,35,304.34782608695656
2019/20,North Lanarkshire,18-64 years,Private,565,518.348623853211
2019/20,North Lanarkshire,65-74 years,Private,85,515.1515151515151
2019/20,North Lanarkshire,75-84 years,Private,55,647.0588235294118
2019/20,North Lanarkshire,85+ years,Private,35,583.3333333333334
2019/20,North Lanarkshire,Unknown,Private,0,0
2019/20,North Lanarkshire,All Ages,Voluntary,300,198.01980198019803
2019/20,North Lanarkshire,0-17 years,Voluntary,20,173.91304347826087
2019/20,North Lanarkshire,18-64 years,Voluntary,240,220.1834862385321
2019/20,North Lanarkshire,65-74 years,Voluntary,30,181.8181818181818
2019/20,North Lanarkshire,75-84 years,Voluntary,10,117.6470588235294
2019/20,North Lanarkshire,85+ years,Voluntary,5,83.33333333333333
2019/20,North Lanarkshire,Unknown,Voluntary,0,0
2019/20,North Lanarkshire,All Ages,Other,70,46.2046204620462
2019/20,North Lanarkshire,0-17 years,Other,10,86.95652173913044
2019/20,North Lanarkshire,18-64 years,Other,60,55.04587155963303
2019/20,North Lanarkshire,65-74 years,Other,0,0
2019/20,North Lanarkshire,75-84 years,Other,0,0
2019/20,North Lanarkshire,85+ years,Other,0,0
2019/20,North Lanarkshire,Unknown,Other,0,0
2019/20,North Lanarkshire,All Ages,Not Known,120,79.20792079207921
2019/20,North Lanarkshire,0-17 years,Not Known,30,260.8695652173913
2019/20,North Lanarkshire,18-64 years,Not Known,50,45.87155963302752
2019/20,North Lanarkshire,65-74 years,Not Known,20,121.21212121212122
2019/20,North Lanarkshire,75-84 years,Not Known,10,117.6470588235294
2019/20,North Lanarkshire,85+ years,Not Known,15,250
2019/20,North Lanarkshire,Unknown,Not Known,0,0
2020/21,North Lanarkshire,All Ages,Local Authority,240,158.41584158415841
2020/21,North Lanarkshire,0-17 years,Local Authority,10,76.92307692307693
2020/21,North Lanarkshire,18-64 years,Local Authority,180,165.89861751152074
2020/21,North Lanarkshire,65-74 years,Local Authority,30,181.8181818181818
2020/21,North Lanarkshire,75-84 years,Local Authority,10,125
2020/21,North Lanarkshire,85+ years,Local Authority,10,181.8181818181818
2020/21,North Lanarkshire,Unknown,Local Authority,0,0
2020/21,North Lanarkshire,All Ages,Personal Assistance Contract,200,132.013201320132
2020/21,North Lanarkshire,0-17 years,Personal Assistance Contract,25,192.30769230769232
2020/21,North Lanarkshire,18-64 years,Personal Assistance Contract,150,138.2488479262673
2020/21,North Lanarkshire,65-74 years,Personal Assistance Contract,10,60.60606060606061
2020/21,North Lanarkshire,75-84 years,Personal Assistance Contract,5,62.5
2020/21,North Lanarkshire,85+ years,Personal Assistance Contract,5,90.9090909090909
2020/21,North Lanarkshire,Unknown,Personal Assistance Contract,0,0
2020/21,North Lanarkshire,All Ages,Private,825,544.5544554455446
2020/21,North Lanarkshire,0-17 years,Private,50,384.61538461538464
2020/21,North Lanarkshire,18-64 years,Private,595,548.3870967741935
2020/21,North Lanarkshire,65-74 years,Private,105,636.3636363636364
2020/21,North Lanarkshire,75-84 years,Private,45,562.5
2020/21,North Lanarkshire,85+ years,Private,30,545.4545454545454
2020/21,North Lanarkshire,Unknown,Private,0,0
2020/21,North Lanarkshire,All Ages,Voluntary,245,161.7161716171617
2020/21,North Lanarkshire,0-17 years,Voluntary,15,115.38461538461539
2020/21,North Lanarkshire,18-64 years,Voluntary,190,175.1152073732719
2020/21,North Lanarkshire,65-74 years,Voluntary,20,121.21212121212122
2020/21,North Lanarkshire,75-84 years,Voluntary,15,187.5
2020/21,North Lanarkshire,85+ years,Voluntary,5,90.9090909090909
2020/21,North Lanarkshire,Unknown,Voluntary,0,0
2020/21,North Lanarkshire,All Ages,Other,70,46.2046204620462
2020/21,North Lanarkshire,0-17 years,Other,10,76.92307692307693
2020/21,North Lanarkshire,18-64 years,Other,55,50.69124423963134
2020/21,North Lanarkshire,65-74 years,Other,5,30.303030303030305
2020/21,North Lanarkshire,75-84 years,Other,0,0
2020/21,North Lanarkshire,85+ years,Other,0,0
2020/21,North Lanarkshire,Unknown,Other,0,0
2020/21,North Lanarkshire,All Ages,Not Known,130,85.8085808580858
2020/21,North Lanarkshire,0-17 years,Not Known,35,269.2307692307692
2020/21,North Lanarkshire,18-64 years,Not Known,65,59.907834101382484
2020/21,North Lanarkshire,65-74 years,Not Known,15,90.9090909090909
2020/21,North Lanarkshire,75-84 years,Not Known,10,125
2020/21,North Lanarkshire,85+ years,Not Known,10,181.8181818181818
2020/21,North Lanarkshire,Unknown,Not Known,0,0
2017/18,Orkney Islands,All Ages,Local Authority,0,0
2017/18,Orkney Islands,0-17 years,Local Authority,0,0
2017/18,Orkney Islands,18-64 years,Local Authority,0,0
2017/18,Orkney Islands,65-74 years,Local Authority,0,0
2017/18,Orkney Islands,75-84 years,Local Authority,0,0
2017/18,Orkney Islands,85+ years,Local Authority,0,0
2017/18,Orkney Islands,Unknown,Local Authority,0,0
2017/18,Orkney Islands,All Ages,Personal Assistance Contract,95,826.0869565217391
2017/18,Orkney Islands,0-17 years,Personal Assistance Contract,5,1000
2017/18,Orkney Islands,18-64 years,Personal Assistance Contract,50,909.090909090909
2017/18,Orkney Islands,65-74 years,Personal Assistance Contract,10,1000
2017/18,Orkney Islands,75-84 years,Personal Assistance Contract,15,750
2017/18,Orkney Islands,85+ years,Personal Assistance Contract,15,600
2017/18,Orkney Islands,Unknown,Personal Assistance Contract,0,0
2017/18,Orkney Islands,All Ages,Private,25,217.3913043478261
2017/18,Orkney Islands,0-17 years,Private,0,0
2017/18,Orkney Islands,18-64 years,Private,5,90.9090909090909
2017/18,Orkney Islands,65-74 years,Private,0,0
2017/18,Orkney Islands,75-84 years,Private,10,500
2017/18,Orkney Islands,85+ years,Private,10,400
2017/18,Orkney Islands,Unknown,Private,0,0
2017/18,Orkney Islands,All Ages,Voluntary,0,0
2017/18,Orkney Islands,0-17 years,Voluntary,0,0
2017/18,Orkney Islands,18-64 years,Voluntary,0,0
2017/18,Orkney Islands,65-74 years,Voluntary,0,0
2017/18,Orkney Islands,75-84 years,Voluntary,0,0
2017/18,Orkney Islands,85+ years,Voluntary,0,0
2017/18,Orkney Islands,Unknown,Voluntary,0,0
2017/18,Orkney Islands,All Ages,Other,0,0
2017/18,Orkney Islands,0-17 years,Other,0,0
2017/18,Orkney Islands,18-64 years,Other,0,0
2017/18,Orkney Islands,65-74 years,Other,0,0
2017/18,Orkney Islands,75-84 years,Other,0,0
2017/18,Orkney Islands,85+ years,Other,0,0
2017/18,Orkney Islands,Unknown,Other,0,0
2017/18,Orkney Islands,All Ages,Not Known,0,0
2017/18,Orkney Islands,0-17 years,Not Known,0,0
2017/18,Orkney Islands,18-64 years,Not Known,0,0
2017/18,Orkney Islands,65-74 years,Not Known,0,0
2017/18,Orkney Islands,75-84 years,Not Known,0,0
2017/18,Orkney Islands,85+ years,Not Known,0,0
2017/18,Orkney Islands,Unknown,Not Known,0,0
2019/20,Orkney Islands,All Ages,Local Authority,0,0
2019/20,Orkney Islands,0-17 years,Local Authority,0,0
2019/20,Orkney Islands,18-64 years,Local Authority,0,0
2019/20,Orkney Islands,65-74 years,Local Authority,0,0
2019/20,Orkney Islands,75-84 years,Local Authority,0,0
2019/20,Orkney Islands,85+ years,Local Authority,0,0
2019/20,Orkney Islands,Unknown,Local Authority,0,NA
2019/20,Orkney Islands,All Ages,Personal Assistance Contract,125,1000
2019/20,Orkney Islands,0-17 years,Personal Assistance Contract,5,1000
2019/20,Orkney Islands,18-64 years,Personal Assistance Contract,50,1000
2019/20,Orkney Islands,65-74 years,Personal Assistance Contract,20,1000
2019/20,Orkney Islands,75-84 years,Personal Assistance Contract,20,1000
2019/20,Orkney Islands,85+ years,Personal Assistance Contract,30,1000
2019/20,Orkney Islands,Unknown,Personal Assistance Contract,0,NA
2019/20,Orkney Islands,All Ages,Private,0,0
2019/20,Orkney Islands,0-17 years,Private,0,0
2019/20,Orkney Islands,18-64 years,Private,0,0
2019/20,Orkney Islands,65-74 years,Private,0,0
2019/20,Orkney Islands,75-84 years,Private,0,0
2019/20,Orkney Islands,85+ years,Private,0,0
2019/20,Orkney Islands,Unknown,Private,0,NA
